Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem
fig|362418.15.peg.2963	CDS	NZ_JPRL01000001	3280982	3282739	2	+	1758	Signal peptide peptidase SppA (protease 4)	- none -
fig|362418.15.peg.2964	CDS	NZ_JPRL01000001	3282753	3283700	3	+	948	Hydrolase, alpha/beta fold family	- none -
fig|362418.15.peg.2965	CDS	NZ_JPRL01000001	3283871	3286471	2	+	2601	Outer membrane assembly protein	- none -
fig|362418.15.peg.2966	CDS	NZ_JPRL01000001	3287589	3286510	-3	-	1080	Lipopolysaccharide core heptosyltransferase III	- none -
fig|362418.15.peg.2967	CDS	NZ_JPRL01000001	3288637	3287843	-1	-	795	hypothetical protein	- none -
fig|362418.15.peg.2968	CDS	NZ_JPRL01000001	3288886	3290409	1	+	1524	putative auxin-regulated protein	- none -
fig|362418.15.peg.2969	CDS	NZ_JPRL01000001	3290424	3290702	3	+	279	hypothetical protein	- none -
fig|362418.15.peg.2970	CDS	NZ_JPRL01000001	3292124	3290895	-2	-	1230	Phosphoserine phosphatase (EC 3.1.3.3)	Glycine and Serine Utilization; <br>Serine Biosynthesis; <br>Serine Biosynthesis
fig|362418.15.peg.2971	CDS	NZ_JPRL01000001	3292716	3292276	-3	-	441	PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein	- none -
fig|362418.15.peg.2972	CDS	NZ_JPRL01000001	3293068	3292808	-1	-	261	hypothetical protein	- none -
fig|362418.15.peg.2973	CDS	NZ_JPRL01000001	3293244	3293122	-3	-	123	2-oxoglutarate dehydrogenase complex, dehydrogenase component	- none -
fig|362418.15.peg.2974	CDS	NZ_JPRL01000001	3293654	3293247	-2	-	408	Glyoxalase family protein	- none -
fig|362418.15.peg.2975	CDS	NZ_JPRL01000001	3294126	3293722	-3	-	405	Ligand-binding SRPBCC domain protein family	- none -
fig|362418.15.peg.2976	CDS	NZ_JPRL01000001	3294292	3295260	1	+	969	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.2977	CDS	NZ_JPRL01000001	3296072	3295419	-2	-	654	hypothetical protein	- none -
fig|362418.15.peg.2978	CDS	NZ_JPRL01000001	3296661	3296062	-3	-	600	hypothetical protein	- none -
fig|362418.15.peg.2979	CDS	NZ_JPRL01000001	3298045	3296813	-1	-	1233	ATP-dependent Clp protease ATP-binding subunit ClpX	Proteolysis in bacteria, ATP-dependent
fig|362418.15.peg.2980	CDS	NZ_JPRL01000001	3298893	3298219	-3	-	675	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)	- none -
fig|362418.15.peg.2981	CDS	NZ_JPRL01000001	3300543	3299221	-3	-	1323	Cell division trigger factor (EC 5.2.1.8)	- none -
fig|362418.15.peg.2982	CDS	NZ_JPRL01000001	3301000	3300656	-1	-	345	putative membrane protein	- none -
fig|362418.15.peg.2983	CDS	NZ_JPRL01000001	3301817	3301053	-2	-	765	Putative esterase/lipase ybfF (EC 3.1.-.-)	- none -
fig|362418.15.peg.2984	CDS	NZ_JPRL01000001	3302532	3301819	-3	-	714	Pyridoxine 5&#39;-phosphate synthase (EC 2.6.99.2)	Pyridoxin (Vitamin B6) Biosynthesis
fig|362418.15.peg.2985	CDS	NZ_JPRL01000001	3302649	3303308	3	+	660	CBS	- none -
fig|362418.15.peg.2986	CDS	NZ_JPRL01000001	3303418	3304305	1	+	888	NAD kinase (EC 2.7.1.23)	NAD and NADP cofactor biosynthesis global
fig|362418.15.peg.2987	CDS	NZ_JPRL01000001	3304479	3305168	3	+	690	hypothetical protein	- none -
fig|362418.15.peg.2988	CDS	NZ_JPRL01000001	3305227	3305910	1	+	684	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	CBSS-83331.1.peg.3039; <br>Isoprenoid Biosynthesis; <br>Isoprenoinds for Quinones
fig|362418.15.peg.2989	CDS	NZ_JPRL01000001	3305918	3308590	2	+	2673	Outer membrane protein assembly factor YaeT	- none -
fig|362418.15.peg.2990	CDS	NZ_JPRL01000001	3308633	3309658	2	+	1026	Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor	Periplasmic Stress Response
fig|362418.15.peg.2991	CDS	NZ_JPRL01000001	3309673	3310176	1	+	504	Outer membrane protein H precursor	Periplasmic Stress Response
fig|362418.15.peg.2992	CDS	NZ_JPRL01000001	3310327	3311103	1	+	777	Glutamate racemase (EC 5.1.1.3)	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis
fig|362418.15.peg.2993	CDS	NZ_JPRL01000001	3312341	3311106	-2	-	1236	Putative outer membrane protein	- none -
fig|362418.15.peg.2994	CDS	NZ_JPRL01000001	3313669	3312341	-1	-	1329	hypothetical protein	- none -
fig|362418.15.peg.2995	CDS	NZ_JPRL01000001	3313671	3313892	3	+	222	hypothetical protein	- none -
fig|362418.15.peg.2996	CDS	NZ_JPRL01000001	3313900	3314742	1	+	843	hypothetical protein	- none -
fig|362418.15.peg.2997	CDS	NZ_JPRL01000001	3314759	3315766	2	+	1008	hypothetical protein	- none -
fig|362418.15.peg.2998	CDS	NZ_JPRL01000001	3315750	3316088	3	+	339	hypothetical protein	- none -
fig|362418.15.peg.2999	CDS	NZ_JPRL01000001	3316089	3317198	3	+	1110	Putative two-component system sensor protein, no kinase domain	- none -
fig|362418.15.peg.3000	CDS	NZ_JPRL01000001	3317211	3317918	3	+	708	Protocatechuate dioxygenase	- none -
fig|362418.15.peg.3001	CDS	NZ_JPRL01000001	3318021	3318737	3	+	717	Two-component transcriptional response regulator, LuxR family	- none -
fig|362418.15.peg.3002	CDS	NZ_JPRL01000001	3319344	3318826	-3	-	519	Carbonic anhydrase, gamma class (EC 4.2.1.1)	- none -
fig|362418.15.peg.3003	CDS	NZ_JPRL01000001	3320343	3319354	-3	-	990	hypothetical protein	- none -
fig|362418.15.peg.3004	CDS	NZ_JPRL01000001	3320489	3321388	2	+	900	NifU domain protein	- none -
fig|362418.15.peg.3005	CDS	NZ_JPRL01000001	3321530	3321817	2	+	288	hypothetical protein	- none -
fig|362418.15.peg.3006	CDS	NZ_JPRL01000001	3321859	3322722	1	+	864	Small-conductance mechanosensitive channel	- none -
fig|362418.15.peg.3007	CDS	NZ_JPRL01000001	3323406	3322732	-3	-	675	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	- none -
fig|362418.15.peg.3008	CDS	NZ_JPRL01000001	3323671	3323426	-1	-	246	hypothetical protein	- none -
fig|362418.15.peg.3009	CDS	NZ_JPRL01000001	3324974	3323685	-2	-	1290	ABC transporter, RND-adapter-like protein	- none -
fig|362418.15.peg.3010	CDS	NZ_JPRL01000001	3326456	3324981	-2	-	1476	Efflux transport system, outer membrane factor (OMF) lipoprotein	- none -
fig|362418.15.peg.3011	CDS	NZ_JPRL01000001	3327631	3326516	-1	-	1116	ABC transporter, RND-adapter-like protein	- none -
fig|362418.15.peg.3012	CDS	NZ_JPRL01000001	3328934	3327669	-2	-	1266	ABC transporter, permease protein	- none -
fig|362418.15.peg.3013	CDS	NZ_JPRL01000001	3330181	3328937	-1	-	1245	ABC transporter, permease protein	- none -
fig|362418.15.peg.3014	CDS	NZ_JPRL01000001	3330875	3330174	-2	-	702	ABC-type antimicrobial peptide transport system, ATPase component	- none -
fig|362418.15.peg.3015	CDS	NZ_JPRL01000001	3331053	3332459	3	+	1407	hypothetical protein	- none -
fig|362418.15.peg.3016	CDS	NZ_JPRL01000001	3332689	3332483	-1	-	207	Hypothetical protein DUF334	- none -
fig|362418.15.peg.3017	CDS	NZ_JPRL01000001	3333356	3332775	-2	-	582	Terminal oxidase biogenesis protein CtaM, putative heme A, heme O chaperone	- none -
fig|362418.15.peg.3018	CDS	NZ_JPRL01000001	3334045	3333359	-1	-	687	Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center	- none -
fig|362418.15.peg.3019	CDS	NZ_JPRL01000001	3334699	3334058	-1	-	642	Hypothetical protein associated with DUF420, no CDD domain	- none -
fig|362418.15.peg.3020	CDS	NZ_JPRL01000001	3335128	3334778	-1	-	351	Putative subunit of Alternative cytochrome c oxidase	- none -
fig|362418.15.peg.3021	CDS	NZ_JPRL01000001	3336130	3335147	-1	-	984	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	- none -
fig|362418.15.peg.3022	CDS	NZ_JPRL01000001	3336760	3336173	-1	-	588	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	- none -
fig|362418.15.peg.3023	CDS	NZ_JPRL01000001	3337704	3336763	-3	-	942	Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB	- none -
fig|362418.15.peg.3024	CDS	NZ_JPRL01000001	3339965	3337824	-2	-	2142	hypothetical protein	- none -
fig|362418.15.peg.3025	CDS	NZ_JPRL01000001	3340708	3339965	-1	-	744	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	Deoxyribose and Deoxynucleoside Catabolism
fig|362418.15.peg.3026	CDS	NZ_JPRL01000001	3341207	3340824	-2	-	384	hypothetical protein	- none -
fig|362418.15.peg.3027	CDS	NZ_JPRL01000001	3341580	3341200	-3	-	381	Glycine cleavage system H protein	Glycine and Serine Utilization; <br>Glycine cleavage system
fig|362418.15.peg.3028	CDS	NZ_JPRL01000001	3348899	3341667	-2	-	7233	hypothetical protein	- none -
fig|362418.15.peg.3029	CDS	NZ_JPRL01000001	3349506	3348925	-3	-	582	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	- none -
fig|362418.15.peg.3030	CDS	NZ_JPRL01000001	3351875	3349584	-2	-	2292	NADP-dependent malic enzyme (EC 1.1.1.40)	Pyruvate metabolism I: anaplerotic reactions, PEP
fig|362418.15.peg.3031	CDS	NZ_JPRL01000001	3352458	3352033	-3	-	426	CBS domain protein	- none -
fig|362418.15.peg.3032	CDS	NZ_JPRL01000001	3354720	3352717	-3	-	2004	hypothetical protein	- none -
fig|362418.15.peg.3033	CDS	NZ_JPRL01000001	3355642	3354731	-1	-	912	hypothetical protein	- none -
fig|362418.15.peg.3034	CDS	NZ_JPRL01000001	3358419	3355693	-3	-	2727	hypothetical protein	- none -
fig|362418.15.peg.3035	CDS	NZ_JPRL01000001	3362549	3358647	-2	-	3903	hypothetical protein	- none -
fig|362418.15.peg.3036	CDS	NZ_JPRL01000001	3362712	3362542	-3	-	171	hypothetical protein	- none -
fig|362418.15.peg.3037	CDS	NZ_JPRL01000001	3363984	3363061	-3	-	924	Epoxyqueuosine reductase (EC 1.17.99.6) QueG	- none -
fig|362418.15.peg.3038	CDS	NZ_JPRL01000001	3365330	3363984	-2	-	1347	Cytochrome P450 hydroxylase	- none -
fig|362418.15.peg.3039	CDS	NZ_JPRL01000001	3366363	3365341	-3	-	1023	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	- none -
fig|362418.15.peg.3040	CDS	NZ_JPRL01000001	3368274	3366472	-3	-	1803	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	- none -
fig|362418.15.peg.3041	CDS	NZ_JPRL01000001	3369490	3368306	-1	-	1185	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	- none -
fig|362418.15.peg.3042	CDS	NZ_JPRL01000001	3371045	3369510	-2	-	1536	Putative uncharacterized protein TTHA1760	- none -
fig|362418.15.peg.3043	CDS	NZ_JPRL01000001	3371618	3371073	-2	-	546	hypothetical protein	- none -
fig|362418.15.peg.3044	CDS	NZ_JPRL01000001	3372151	3371627	-1	-	525	ABC-type Fe3+ transport system protein; Molybdenum transport protein, putative	- none -
fig|362418.15.peg.3045	CDS	NZ_JPRL01000001	3373544	3372144	-2	-	1401	Molybdopterin oxidoreductase	- none -
fig|362418.15.peg.3046	CDS	NZ_JPRL01000001	3376638	3373582	-3	-	3057	Molybdopterin oxidoreductase, iron-sulfur binding subunit (EC 1.2.7.-)	- none -
fig|362418.15.peg.3047	CDS	NZ_JPRL01000001	3378002	3376671	-2	-	1332	Molybdopterin oxidoreductase subunit, predicted; chaperone protein HtpG	- none -
fig|362418.15.peg.3048	CDS	NZ_JPRL01000001	3378222	3378611	3	+	390	hypothetical protein	- none -
fig|362418.15.peg.3049	CDS	NZ_JPRL01000001	3379378	3378869	-1	-	510	hypothetical protein	- none -
fig|362418.15.peg.3050	CDS	NZ_JPRL01000001	3382381	3379502	-1	-	2880	Translation initiation factor 2	CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster
fig|362418.15.peg.3051	CDS	NZ_JPRL01000001	3383694	3382441	-3	-	1254	Transcription termination protein NusA	NusA-TFII Cluster; <br>Transcription factors bacterial
fig|362418.15.peg.3052	CDS	NZ_JPRL01000001	3384208	3383708	-1	-	501	Bacterial ribosome SSU maturation protein RimP	- none -
fig|362418.15.peg.3053	CDS	NZ_JPRL01000001	3384348	3385172	3	+	825	Universal stress protein Coch_1269	- none -
fig|362418.15.peg.3054	CDS	NZ_JPRL01000001	3385352	3386767	2	+	1416	Aldehyde dehydrogenase (EC 1.2.1.3)	Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
fig|362418.15.peg.3055	CDS	NZ_JPRL01000001	3386835	3387647	3	+	813	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.3056	CDS	NZ_JPRL01000001	3388221	3391499	3	+	3279	putative membrane protein	- none -
fig|362418.15.peg.3057	CDS	NZ_JPRL01000001	3391591	3392235	1	+	645	Polysaccharide deacetylase	Polysaccharide deacetylases
fig|362418.15.peg.3058	CDS	NZ_JPRL01000001	3392561	3392259	-2	-	303	Redox-inactive protein similar to thioredoxin	- none -
fig|362418.15.peg.3059	CDS	NZ_JPRL01000001	3393869	3392634	-2	-	1236	Putative phosphoesterase	- none -
fig|362418.15.peg.3060	CDS	NZ_JPRL01000001	3393900	3394016	3	+	117	hypothetical protein	- none -
fig|362418.15.peg.3061	CDS	NZ_JPRL01000001	3394252	3394061	-1	-	192	hypothetical protein	- none -
fig|362418.15.peg.3062	CDS	NZ_JPRL01000001	3395693	3394362	-2	-	1332	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.3063	CDS	NZ_JPRL01000001	3396380	3395706	-2	-	675	Two-component transcriptional response regulator, LuxR family	- none -
fig|362418.15.peg.3064	CDS	NZ_JPRL01000001	3396773	3396570	-2	-	204	hypothetical protein	- none -
fig|362418.15.peg.3065	CDS	NZ_JPRL01000001	3397032	3399872	3	+	2841	DNA polymerase I (EC 2.7.7.7)	DNA Repair Base Excision
fig|362418.15.peg.3066	CDS	NZ_JPRL01000001	3400006	3400206	1	+	201	hypothetical protein	- none -
fig|362418.15.peg.3067	CDS	NZ_JPRL01000001	3400218	3400571	3	+	354	hypothetical protein	- none -
fig|362418.15.peg.3068	CDS	NZ_JPRL01000001	3400721	3401839	2	+	1119	hypothetical protein	- none -
fig|362418.15.peg.3069	CDS	NZ_JPRL01000001	3402921	3401896	-3	-	1026	Transcriptional regulator, LacI/PurR family	- none -
fig|362418.15.peg.3070	CDS	NZ_JPRL01000001	3403111	3403857	1	+	747	hypothetical protein	- none -
fig|362418.15.peg.3071	CDS	NZ_JPRL01000001	3403883	3404695	2	+	813	hypothetical protein	- none -
fig|362418.15.peg.3072	CDS	NZ_JPRL01000001	3404888	3405343	2	+	456	LSU ribosomal protein L13p (L13Ae)	- none -
fig|362418.15.peg.3073	CDS	NZ_JPRL01000001	3405343	3405729	1	+	387	SSU ribosomal protein S9p (S16e)	Ribosome SSU bacterial
fig|362418.15.peg.3074	CDS	NZ_JPRL01000001	3405956	3406738	2	+	783	SSU ribosomal protein S2p (SAe)	CBSS-312309.3.peg.1965; <br>Ribosome SSU bacterial; <br>Ribosome recycling related cluster
fig|362418.15.peg.3075	CDS	NZ_JPRL01000001	3406878	3407840	3	+	963	Translation elongation factor Ts	CBSS-312309.3.peg.1965; <br>Ribosome recycling related cluster; <br>Translation elongation factors bacterial
fig|362418.15.peg.3076	CDS	NZ_JPRL01000001	3410032	3407915	-1	-	2118	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Protein degradation
fig|362418.15.peg.3077	CDS	NZ_JPRL01000001	3410199	3410861	3	+	663	Putative preQ0 transporter YhhQ	- none -
fig|362418.15.peg.3078	CDS	NZ_JPRL01000001	3410877	3411554	3	+	678	hypothetical protein	- none -
fig|362418.15.peg.3079	CDS	NZ_JPRL01000001	3411554	3412120	2	+	567	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	DNA Repair Base Excision
fig|362418.15.peg.3080	CDS	NZ_JPRL01000001	3412374	3412580	3	+	207	Sulfur carrier protein ThiS	Thiamin biosynthesis
fig|362418.15.peg.3081	CDS	NZ_JPRL01000001	3412727	3414550	2	+	1824	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)	- none -
fig|362418.15.peg.3082	CDS	NZ_JPRL01000001	3414610	3415221	1	+	612	Thiazole tautomerase TenI (EC 5.3.99.10)	- none -
fig|362418.15.peg.3083	CDS	NZ_JPRL01000001	3415179	3415931	3	+	753	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	- none -
fig|362418.15.peg.3084	CDS	NZ_JPRL01000001	3415924	3416562	1	+	639	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	5-FCL-like protein; <br>Thiamin biosynthesis
fig|362418.15.peg.3085	CDS	NZ_JPRL01000001	3416555	3417319	2	+	765	Thiazole synthase (EC 2.8.1.10)	- none -
fig|362418.15.peg.3086	CDS	NZ_JPRL01000001	3417486	3418634	3	+	1149	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)	- none -
fig|362418.15.peg.3087	CDS	NZ_JPRL01000001	3418701	3419411	3	+	711	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	- none -
fig|362418.15.peg.3088	CDS	NZ_JPRL01000001	3420202	3419408	-1	-	795	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	Anaerobic respiratory reductases
fig|362418.15.peg.3089	CDS	NZ_JPRL01000001	3420843	3420205	-3	-	639	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	Protein degradation
fig|362418.15.peg.3090	CDS	NZ_JPRL01000001	3421469	3421098	-2	-	372	hypothetical protein	- none -
fig|362418.15.peg.3091	CDS	NZ_JPRL01000001	3422375	3421500	-2	-	876	Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	- none -
fig|362418.15.peg.3092	CDS	NZ_JPRL01000001	3422535	3423686	3	+	1152	Two-component system sensor histidine kinase	- none -
fig|362418.15.peg.3093	CDS	NZ_JPRL01000001	3424114	3423728	-1	-	387	HIT family protein	- none -
fig|362418.15.peg.3094	CDS	NZ_JPRL01000001	3424680	3424204	-3	-	477	Transcription elongation factor GreA	Transcription factors bacterial
fig|362418.15.peg.3095	CDS	NZ_JPRL01000001	3424837	3425253	1	+	417	hypothetical protein	- none -
fig|362418.15.peg.3096	CDS	NZ_JPRL01000001	3427466	3425316	-2	-	2151	Thiamin-regulated outer membrane receptor Omr1	Thiamin biosynthesis
fig|362418.15.peg.3097	CDS	NZ_JPRL01000001	3428124	3427720	-3	-	405	Peptidyl-tRNA hydrolase ArfB (EC 3.1.1.29)	- none -
fig|362418.15.peg.3098	CDS	NZ_JPRL01000001	3430238	3428124	-2	-	2115	Ribosylnicotinamide kinase (EC 2.7.1.22) homolog / Unknown conserved in Flavobacteria	- none -
fig|362418.15.peg.3099	CDS	NZ_JPRL01000001	3430822	3430202	-1	-	621	Ribosyl nicotinamide transporter, PnuC-like	NAD and NADP cofactor biosynthesis global
fig|362418.15.peg.3100	CDS	NZ_JPRL01000001	3431573	3430845	-2	-	729	Phosphoglycerol geranylgeranyltransferase (EC 2.5.1.41)	- none -
fig|362418.15.peg.3101	CDS	NZ_JPRL01000001	3431667	3432263	3	+	597	Transcriptional regulator, Crp/Fnr family	Oxidative stress
fig|362418.15.peg.3102	CDS	NZ_JPRL01000001	3432345	3432632	3	+	288	hypothetical protein	- none -
fig|362418.15.peg.3103	CDS	NZ_JPRL01000001	3432629	3433030	2	+	402	hypothetical protein	- none -
fig|362418.15.peg.3104	CDS	NZ_JPRL01000001	3433816	3433166	-1	-	651	Siderophore (Surfactin) biosynthesis regulatory protein	- none -
fig|362418.15.peg.3105	CDS	NZ_JPRL01000001	3434121	3435437	3	+	1317	Adenosylhomocysteinase (EC 3.3.1.1)	Methionine Biosynthesis; <br>Methionine Degradation
fig|362418.15.peg.3106	CDS	NZ_JPRL01000001	3435614	3435444	-2	-	171	hypothetical protein	- none -
fig|362418.15.peg.3107	CDS	NZ_JPRL01000001	3435821	3436372	2	+	552	hypothetical protein	- none -
fig|362418.15.peg.3108	CDS	NZ_JPRL01000001	3436426	3436764	1	+	339	hypothetical protein	- none -
fig|362418.15.peg.3109	CDS	NZ_JPRL01000001	3436880	3437212	2	+	333	small multidrug resistance family (SMR) protein	- none -
fig|362418.15.peg.3110	CDS	NZ_JPRL01000001	3437357	3438199	2	+	843	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	DNA repair, bacterial; <br>DNA repair, bacterial
fig|362418.15.peg.3111	CDS	NZ_JPRL01000001	3438313	3439026	1	+	714	hypothetical protein	- none -
fig|362418.15.peg.3112	CDS	NZ_JPRL01000001	3439416	3439535	3	+	120	hypothetical protein	- none -
fig|362418.15.peg.3113	CDS	NZ_JPRL01000001	3439522	3440139	1	+	618	DNA repair system specific for alkylated DNA	- none -
fig|362418.15.peg.3114	CDS	NZ_JPRL01000001	3440493	3440173	-3	-	321	hypothetical protein	- none -
fig|362418.15.peg.3115	CDS	NZ_JPRL01000001	3441269	3440514	-2	-	756	Hypothetical Nudix-like regulator	- none -
fig|362418.15.peg.3116	CDS	NZ_JPRL01000001	3441556	3441813	1	+	258	hypothetical protein	- none -
fig|362418.15.peg.3117	CDS	NZ_JPRL01000001	3442079	3444100	2	+	2022	hypothetical protein	- none -
fig|362418.15.peg.3118	CDS	NZ_JPRL01000001	3446398	3444173	-1	-	2226	beta-glucosidase (EC 3.2.1.21)	- none -
fig|362418.15.peg.3119	CDS	NZ_JPRL01000001	3447831	3446413	-3	-	1419	Glycosyl hydrolase, family 30	- none -
fig|362418.15.peg.3120	CDS	NZ_JPRL01000001	3448671	3447832	-3	-	840	hypothetical protein	- none -
fig|362418.15.peg.3121	CDS	NZ_JPRL01000001	3450551	3448794	-2	-	1758	FIG00487463: hypothetical protein	- none -
fig|362418.15.peg.3122	CDS	NZ_JPRL01000001	3452036	3450579	-2	-	1458	Glucan endo-1,6-beta-glucosidase( EC:3.2.1.75 )	- none -
fig|362418.15.peg.3123	CDS	NZ_JPRL01000001	3453531	3452062	-3	-	1470	Glycosyl hydrolase	- none -
fig|362418.15.peg.3124	CDS	NZ_JPRL01000001	3455073	3453619	-3	-	1455	lysosomal glucosyl ceramidase-like protein	- none -
fig|362418.15.peg.3125	CDS	NZ_JPRL01000001	3456874	3455366	-1	-	1509	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -
fig|362418.15.peg.3126	CDS	NZ_JPRL01000001	3460006	3456890	-1	-	3117	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -
fig|362418.15.peg.3127	CDS	NZ_JPRL01000001	3460352	3463222	2	+	2871	hypothetical protein	- none -
fig|362418.15.peg.3128	CDS	NZ_JPRL01000001	3464549	3463263	-2	-	1287	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	- none -
fig|362418.15.peg.3129	CDS	NZ_JPRL01000001	3466352	3464667	-2	-	1686	GldJ	- none -
fig|362418.15.peg.3130	CDS	NZ_JPRL01000001	3466566	3470402	3	+	3837	hypothetical protein	- none -
fig|362418.15.peg.3131	CDS	NZ_JPRL01000001	3470443	3471648	1	+	1206	hypothetical protein	- none -
fig|362418.15.peg.3132	CDS	NZ_JPRL01000001	3471723	3472205	3	+	483	Cytidine deaminase (EC 3.5.4.5)	pyrimidine conversions
fig|362418.15.peg.3133	CDS	NZ_JPRL01000001	3472290	3473360	3	+	1071	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
fig|362418.15.peg.3134	CDS	NZ_JPRL01000001	3473365	3475014	1	+	1650	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	5-FCL-like protein; <br>Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate
fig|362418.15.peg.3135	CDS	NZ_JPRL01000001	3475126	3476973	1	+	1848	Aminopeptidase	- none -
fig|362418.15.peg.3136	CDS	NZ_JPRL01000001	3477538	3478077	1	+	540	Macrophage infectivity potentiator-related protein	- none -
fig|362418.15.peg.3137	CDS	NZ_JPRL01000001	3478165	3479040	1	+	876	Transcriptional regulator, AraC family	- none -
fig|362418.15.peg.3138	CDS	NZ_JPRL01000001	3480311	3479037	-2	-	1275	hypothetical protein	- none -
fig|362418.15.peg.3139	CDS	NZ_JPRL01000001	3480393	3480974	3	+	582	TRNA (Ms[2]io[6]A) -hydroxylase (EC 1.-.-.-)	- none -
fig|362418.15.peg.3140	CDS	NZ_JPRL01000001	3481031	3483778	2	+	2748	Outer membrane assembly protein	- none -
fig|362418.15.peg.3141	CDS	NZ_JPRL01000001	3485196	3483895	-3	-	1302	hypothetical protein	- none -
fig|362418.15.peg.3142	CDS	NZ_JPRL01000001	3485604	3485344	-3	-	261	LSU ribosomal protein L27p	CBSS-176279.3.peg.868
fig|362418.15.peg.3143	CDS	NZ_JPRL01000001	3486072	3485629	-3	-	444	LSU ribosomal protein L21p	CBSS-176279.3.peg.868
fig|362418.15.peg.3144	CDS	NZ_JPRL01000001	3486344	3487666	2	+	1323	FIG015547: peptidase, M16 family	- none -
fig|362418.15.peg.3145	CDS	NZ_JPRL01000001	3487677	3489728	3	+	2052	FIG015287: Zinc protease	- none -
fig|362418.15.peg.3146	CDS	NZ_JPRL01000001	3490666	3489800	-1	-	867	Permease of the drug/metabolite transporter (DMT) superfamily	- none -
fig|362418.15.peg.3147	CDS	NZ_JPRL01000001	3490768	3491145	1	+	378	Periplasmic mercury(+2) binding protein, MerP	- none -
fig|362418.15.peg.3148	CDS	NZ_JPRL01000001	3491221	3491580	1	+	360	hypothetical protein	- none -
fig|362418.15.peg.3149	CDS	NZ_JPRL01000001	3492330	3491770	-3	-	561	GldD	- none -
fig|362418.15.peg.3150	CDS	NZ_JPRL01000001	3493627	3492332	-1	-	1296	Hemolysins and related proteins containing CBS domains	- none -
fig|362418.15.peg.3151	CDS	NZ_JPRL01000001	3494092	3493652	-1	-	441	Single-stranded DNA-binding protein	DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway
fig|362418.15.peg.3152	CDS	NZ_JPRL01000001	3495192	3494128	-3	-	1065	A/G-specific adenine glycosylase (EC 3.2.2.-)	DNA repair, bacterial
fig|362418.15.peg.3153	CDS	NZ_JPRL01000001	3495312	3495602	3	+	291	Integration host factor alpha/beta	DNA structural proteins, bacterial
fig|362418.15.peg.3154	CDS	NZ_JPRL01000001	3495631	3495723	1	+	93	hypothetical protein	- none -
fig|362418.15.peg.3155	CDS	NZ_JPRL01000001	3495987	3497531	3	+	1545	Ribonuclease G	- none -
fig|362418.15.peg.3156	CDS	NZ_JPRL01000001	3498008	3498802	2	+	795	hypothetical protein	- none -
fig|362418.15.peg.3157	CDS	NZ_JPRL01000001	3501291	3498904	-3	-	2388	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	- none -
