Function,Subsystem,NCBI GI,locus,System,Category
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Integral membrane protein,- none -, , ,none,none
"Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II","CBSS-176299.4.peg.1292; <br>CBSS-176299.4.peg.1292; <br>Stringent Response, (p)ppGpp metabolism; <br>Stringent Response, (p)ppGpp metabolism", , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Inner membrane protein CreD,- none -, , ,none,none
Bsl7504 protein,- none -, , ,none,none
putative outermembrane protein,- none -, , ,none,none
2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),- none -, , ,none,none
Putative transmembrane protein,- none -, , ,none,none
ClpS-like protein Fjoh_3508,- none -, , ,none,none
Ribosomal protein L11 methyltransferase,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Phosphate-selective porin O and P,- none -, , ,none,none
Pentapeptide repeat family protein,- none -, , ,none,none
N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126),- none -, , ,none,none
"Zinc transporter, ZIP family",none, , ,Membrane Transport - no subcategory,Membrane Transport
SAM-dependent methyltransferase,- none -, , ,none,none
23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173),RNA methylation, , ,RNA processing and modification,RNA Metabolism
"RNA methyltransferase, TrmA family",RNA methylation, , ,RNA processing and modification,RNA Metabolism
Regulator of nucleoside diphosphate kinase,Transcription factors bacterial, , ,Transcription,RNA Metabolism
Peroxiredoxin OsmC (EC 1.11.1.15),- none -, , ,none,none
Ornithine aminotransferase (EC 2.6.1.13),Arginine and Ornithine Degradation; <br>Dimethylarginine metabolism, , ,"Arginine; Stress Response - no subcategory; urea cycle, polyamines",Amino Acids and Derivatives; Stress Response
putative DNA mismatch repair protein,none, , ,DNA repair,DNA Metabolism
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
Putative pre-16S rRNA nuclease YqgF,Nuclease, , ,RNA processing and modification,RNA Metabolism
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),Nucleoside triphosphate pyrophosphohydrolase MazG, , ,Detoxification,Nucleosides and Nucleotides
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4),Biogenesis of cbb3-type cytochrome c oxidases; <br>Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds; Respiration - no subcategory,"Membrane Transport; Respiration; Virulence, Disease and Defense"
"Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion",Biogenesis of cbb3-type cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
"Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation",Biogenesis of cbb3-type cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
cytochrome cbb3 oxidase maturation protein CcoH,Cytochrome, , ,Respiration - no subcategory,Respiration
"Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein",Cytochrome, , ,Respiration - no subcategory,Respiration
DUF819 domain-containing protein,- none -, , ,none,none
"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)",Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
RNA methyltransferase DR1017,RNA methylation, , ,RNA processing and modification,RNA Metabolism
FIG022979: MoxR-like ATPases,- none -, , ,none,none
UPF0126 inner membrane protein BT_1201,- none -, , ,none,none
FIG00552023: hypothetical protein,- none -, , ,none,none
"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase (EC 2.6.1.90)",- none -, , ,none,none
Glycosyltransferase PglI (EC 2.4.1.-),N-linked Glycosylation in Bacteria, , ,Protein processing and modification,Protein Metabolism
FIG00650767: hypothetical protein,- none -, , ,none,none
"Cell-division-associated, ABC-transporter-like signaling protein FtsE",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
TPR-domain-containing protein,- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Conserved hyperthetical protein,- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Dienelactone hydrolase family protein,- none -, , ,none,none
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, MecI family",none, , ,RNA processing and modification,RNA Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Putative deoxyribonuclease YjjV,Deoxyribose and Deoxynucleoside Catabolism; Nuclease, , ,DNA Metabolism - no subcategory; Monosaccharides; RNA processing and modification,Carbohydrates; DNA Metabolism; RNA Metabolism
HesA/MoeB/ThiF family protein,- none -, , ,none,none
Putative transmembrane protein,- none -, , ,none,none
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase, , ,DNA repair; DNA replication,DNA Metabolism
"transferase, putative",- none -, , ,none,none
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Enoyl-[ACP] reductase (EC 1.3.1.9), FadG-like, identified by metagenomics",- none -, , ,none,none
"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"O-acetyltransferase, putative",- none -, , ,none,none
ATP-dependent RNA helicase,RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Acryloyl-CoA reductase AcuI/YhdH (EC 1.3.1.84),- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)","Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Transposase and inactivated derivatives,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Transcription elongation factor GreB,CBSS-243265.1.peg.198; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Hyaluronan synthase (EC 2.4.1.212),Streptococcal Hyaluronic Acid Capsule, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
putative lipoprotein,- none -, , ,none,none
"YpfJ protein, zinc metalloprotease superfamily",Broadly distributed proteins not in subsystems, , ,Miscellaneous - no subcategory,Miscellaneous
Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; <br>Methylglyoxal Metabolism; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
"RNA pseudouridylate synthase, group 1",- none -, , ,none,none
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)",Glycine and Serine Utilization; <br>Glycine and Serine Utilization; <br>Pyruvate Alanine Serine Interconversions; <br>Pyruvate Alanine Serine Interconversions, , ,"Alanine, serine, and glycine; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
Endoglucanase,- none -, , ,none,none
Arsenical-resistance protein ACR3,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family",- none -, , ,none,none
"Transcriptional regulator, PadR family",none, , ,RNA processing and modification,RNA Metabolism
"Cell division inhibitor Slr1223 (YfcH in EC), contains epimerase/dehydratase and DUF1731 domains",- none -, , ,none,none
Rhodanese-like domain protein,- none -, , ,none,none
Heat shock protein GrpE,Protein chaperones, , ,Protein folding,Protein Metabolism
Chaperone protein DnaJ,Protein chaperones, , ,Protein folding,Protein Metabolism
"Efflux ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
"Two-component transcriptional response regulator, AtoC family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"ATP-dependent RNA helicase, DEAD box family",RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Bis-ABC ATPase YheS.2,- none -, , ,none,none
Cytosol aminopeptidase PepA (EC 3.4.11.1),<br>Dehydrogenase complexes; Aminopeptidases; Aminopeptidases (EC 3.4.11.-); Protein degradation, , ,Central carbohydrate metabolism; Protein degradation,Carbohydrates; Protein Metabolism
"Putative von Willebrand factor, vWF type A domain protein STM2315",- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),- none -, , ,none,none
Bll6474 protein,- none -, , ,none,none
Na+-driven multidrug efflux pump,- none -, , ,none,none
putative periplasmic protein kinase ArgK and related GTPases of G3E family,- none -, , ,none,none
Auxin efflux carrier family protein,- none -, , ,none,none
Fosmidomycin resistance protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
FAD/FMN-containing dehydrogenase,- none -, , ,none,none
Sodium/bile acid symporter family,none, , ,Uni- Sym- and Antiporters,Membrane Transport
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Queuine tRNA-ribosyltransferase (EC 2.4.2.29),- none -, , ,none,none
Lipopolysaccharide export system permease protein LptG,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2),Fatty Acid Biosynthesis FASII; <br>Pterin synthesis related cluster, , ,Fatty acids; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
Replicative DNA helicase (DnaB) (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
Outer membrane protein,- none -, , ,none,none
"dNTP triphosphohydrolase, broad substrate specificity",- none -, , ,none,none
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129),- none -, , ,none,none
Translation elongation factor P,Modification of eukaryotic initiation factor 5A; <br>Translation elongation factors bacterial, , ,Protein biosynthesis; Protein processing and modification,Protein Metabolism
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),- none -, , ,none,none
"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",- none -, , ,none,none
Cellulosomal protein,- none -, , ,none,none
"Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c peroxidase (EC 1.11.1.5),Cytochrome, , ,Respiration - no subcategory,Respiration
"lipoprotein, putative",- none -, , ,none,none
RNA polymerase sigma factor RpoE,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",- none -, , ,none,none
Sulfatase family protein,- none -, , ,none,none
DNA-binding heavy metal response regulator,Cobalt-zinc-cadmium resistance; Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory; Resistance to antibiotics and toxic compounds,"Regulation and Cell signaling; Virulence, Disease and Defense"
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Glutamine synthetase type III, GlnN (EC 6.3.1.2)","Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine synthetases", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
OmpA family protein,- none -, , ,none,none
Valyl-tRNA synthetase (EC 6.1.1.9),"tRNA aminoacylation, Val", , ,Protein biosynthesis,Protein Metabolism
Superoxide dismutase [Mn] (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
FIG00653882: hypothetical protein,- none -, , ,none,none
Phosphatidylserine decarboxylase (EC 4.1.1.65),- none -, , ,none,none
Phosphatidate cytidylyltransferase (EC 2.7.7.41),- none -, , ,none,none
"Cell division-associated, ATP-dependent zinc metalloprotease FtsH",Protein degradation, , ,Protein degradation,Protein Metabolism
Ribosomal silencing factor RsfA,- none -, , ,none,none
Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15),- none -, , ,none,none
Orotate phosphoribosyltransferase (EC 2.4.2.10),- none -, , ,none,none
NUDIX hydrolase-like protein CHU_2668,- none -, , ,none,none
ATP-dependent RNA helicase BT1154,RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"Prevent host death protein, Phd antitoxin","Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems", , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
"Death on curing protein, Doc toxin","Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems", , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
Protein PhnA,- none -, , ,none,none
Phosphopantetheine adenylyltransferase (EC 2.7.7.3),CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
D-alanine--D-alanine ligase (EC 6.3.2.4),- none -, , ,none,none
LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
putative membrane protein,- none -, , ,none,none
Aminomethyltransferase,- none -, , ,none,none
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",GMP synthase; <br>GMP synthase; <br>Purine conversions; <br>Purine conversions; <br>Purine salvage cluster; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
LysM-repeat proteins and domains,- none -, , ,none,none
putative stress-induced protein OsmC,- none -, , ,none,none
Uncharacterized protein YpeB,- none -, , ,none,none
CTP synthase (EC 6.3.4.2),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
"Inner membrane protein translocase and chaperone YidC, long form",Protein transport, , ,Protein transport,Membrane Transport
"Excinuclease ABC, C subunit-like",Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Spermidine synthase-like protein,- none -, , ,none,none
FIG00653304: hypothetical protein,- none -, , ,none,none
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Phosphoenolpyruvate carboxylase (EC 4.1.1.31),"Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27),- none -, , ,none,none
Deoxyhypusine synthase (EC 2.5.1.46),Alkaloid biosynthesis from L-lysine; <br>Modification of eukaryotic initiation factor 5A, , ,Plant Alkaloids; Protein processing and modification,Protein Metabolism; Secondary Metabolism
Biosynthetic arginine decarboxylase (EC 4.1.1.19),Arginine and Ornithine Degradation; <br>Polyamine Metabolism, , ,"Arginine; Arginine; urea cycle, polyamines; urea cycle, polyamines",Amino Acids and Derivatives
3-dehydroquinate synthase (EC 4.2.3.4),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
OmpA domain protein,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
DNA polymerase III delta subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Uncharacterized protein Fjoh_2917,- none -, , ,none,none
Energy-dependent translational throttle protein EttA,- none -, , ,none,none
"Inner membrane protein YihY, formerly thought to be RNase BN",LMPTP YfkJ cluster; <br>Riboflavin synthesis cluster, , ,none,none
Uncharacterized protein Metme_2479,- none -, , ,none,none
Uncharacterized protein Metme_2479,- none -, , ,none,none
Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8),- none -, , ,none,none
3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16),- none -, , ,none,none
3-hydroxyacyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.1.1.35) / Enoyl-CoA hydratase [fadN-fadA-fadE operon] (EC 4.2.1.17),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
Carboxylesterase (EC 3.1.1.1),- none -, , ,none,none
"ABC transporter, fused permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
Arylesterase precursor (EC 3.1.1.2),- none -, , ,none,none
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),Biotin biosynthesis, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Phosphoglycerol transferase-like protein,- none -, , ,none,none
Triosephosphate isomerase (EC 5.3.1.1),- none -, , ,none,none
Thioredoxin family protein,- none -, , ,none,none
Cell division protein FtsH (EC 3.4.24.-),Cell division-ribosomal stress proteins cluster; <br>Folate biosynthesis cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Fic domain protein, PA0574 type",- none -, , ,none,none
DNA polymerase III epsilon subunit (EC 2.7.7.7),<br>CBSS-342610.3.peg.1536; CBSS-228410.1.peg.134; DNA polymerase, , ,DNA replication,DNA Metabolism
"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)",<br>Type I Restriction-Modification; Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, specificity subunit S",Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",Restriction-Modification System; <br>Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
Protein translocase subunit SecD / Protein translocase subunit SecF,Protein transport, , ,Protein transport,Membrane Transport
Malate dehydrogenase (EC 1.1.1.37),- none -, , ,none,none
DNA gyrase subunit B (EC 5.99.1.3),"DNA gyrase subunits; <br>DNA replication cluster 1; <br>DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones", , ,DNA replication; Resistance to antibiotics and toxic compounds,"DNA Metabolism; Virulence, Disease and Defense"
Dihydrolipoamide dehydrogenase (EC 1.8.1.4),5-FCL-like protein; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine; Folate and pterines","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
tRNA pseudouridine(38-40) synthase (EC 5.4.99.12),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),Protein-L-isoaspartate O-methyltransferase; <br>Ton and Tol transport systems, , ,Membrane Transport - no subcategory; Protein processing and modification,Membrane Transport; Protein Metabolism
"Oxidoreductase, Gfo/Idh/MocA family",- none -, , ,none,none
3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis; <br>Polyhydroxybutyrate metabolism, , ,"Fatty Acids, Lipids, and Isoprenoids - no subcategory; Fermentation","Carbohydrates; Fatty Acids, Lipids, and Isoprenoids"
Pyridoxal phosphate-containing protein YggS,- none -, , ,none,none
DNA polymerase III epsilon subunit (EC 2.7.7.7),<br>CBSS-342610.3.peg.1536; CBSS-228410.1.peg.134; DNA polymerase, , ,DNA replication,DNA Metabolism
"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family",Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
tRNA dimethylallyltransferase (EC 2.5.1.75),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Acyl-acyl carrier protein thioesterase (EC 3.1.2.14),- none -, , ,none,none
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Dephospho-CoA kinase (EC 2.7.1.24),Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Glycosyltransferase,- none -, , ,none,none
"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan",- none -, , ,none,none
DNA repair protein RecN,"DNA repair, bacterial; none", , ,DNA repair,DNA Metabolism
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5),Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),CBSS-176299.4.peg.1292; <br>RNA polymerase bacterial, , ,Transcription,RNA Metabolism
"lipoprotein protein, putative",- none -, , ,none,none
Bacterial non-heme ferritin (EC 1.16.3.2),- none -, , ,none,none
4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
FIG00649348: hypothetical protein,- none -, , ,none,none
5&#39;-nucleotidase (EC 3.1.3.5),Purine conversions; <br>pyrimidine conversions, , ,Purines; Pyrimidines,Nucleosides and Nucleotides
5&#39;-nucleotidase (EC 3.1.3.5),Purine conversions; <br>pyrimidine conversions, , ,Purines; Pyrimidines,Nucleosides and Nucleotides
DNA ligase (NAD(+)) (EC 6.5.1.2),- none -, , ,none,none
LSU ribosomal protein L9p,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent",<br>Ribosome SSU bacterial; Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S6p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Two-component system response regulator protein,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Helicase PriA essential for oriC/DnaA-independent DNA replication,DNA helicase; none, , ,DNA Metabolism - no subcategory; DNA replication,DNA Metabolism
"Inner membrane protein YihY, formerly thought to be RNase BN",LMPTP YfkJ cluster; <br>Riboflavin synthesis cluster, , ,none,none
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Cytochrome c551 peroxidase (EC 1.11.1.5),Cytochrome, , ,Respiration - no subcategory,Respiration
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
EriC-type fluoride/proton exchange protein,- none -, , ,none,none
"3&#39;-to-5&#39; oligoribonuclease A, Bacillus type",Nuclease, , ,RNA processing and modification,RNA Metabolism
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Alanine transaminase (EC 2.6.1.2),- none -, , ,none,none
