Function,Subsystem,NCBI GI,locus,System,Category
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Acetate kinase (EC 2.7.2.1),"Fermentations: Lactate; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Fermentation,Carbohydrates
BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8),"Fermentations: Lactate; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Fermentation,Carbohydrates
Magnesium and cobalt transport protein CorA,Magnesium transport; none, , ,Cation transporters; Membrane Transport - no subcategory,Membrane Transport
Chaperone protein DnaK,Protein chaperones, , ,Protein folding,Protein Metabolism
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Rhomboid family protein,- none -, , ,none,none
Protein involved in stability of MscS mechanosensitive channel,- none -, , ,none,none
Phage protein p78,- none -, , ,none,none
"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)",- none -, , ,none,none
Putative molybdenum transport ATP-binding protein modF,none, , ,Membrane Transport - no subcategory,Membrane Transport
LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
D-alanine--D-alanine ligase (EC 6.3.2.4),- none -, , ,none,none
Phosphopantetheine adenylyltransferase (EC 2.7.7.3),CBSS-266117.6.peg.1260; <br>CBSS-269801.1.peg.1715; <br>Coenzyme A Biosynthesis, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Protein PhnA,- none -, , ,none,none
ATP-dependent RNA helicase BT1154,RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Dihydrodipicolinate synthase family PA0223,- none -, , ,none,none
FIG01093150: hypothetical protein,- none -, , ,none,none
Gll2474 protein,- none -, , ,none,none
Phage endolysin,Phage lysis modules, , ,"Phages, Prophages","Phages, Prophages, Transposable elements, Plasmids"
Phage tail fiber protein,Phage tail fiber proteins, , ,"Phages, Prophages","Phages, Prophages, Transposable elements, Plasmids"
Gll2474 protein,- none -, , ,none,none
NUDIX hydrolase-like protein CHU_2668,- none -, , ,none,none
Orotate phosphoribosyltransferase (EC 2.4.2.10),- none -, , ,none,none
Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15),- none -, , ,none,none
Ribosomal silencing factor RsfA,- none -, , ,none,none
"Cell division-associated, ATP-dependent zinc metalloprotease FtsH",Protein degradation, , ,Protein degradation,Protein Metabolism
Phosphatidate cytidylyltransferase (EC 2.7.7.41),- none -, , ,none,none
Phosphatidylserine decarboxylase (EC 4.1.1.65),- none -, , ,none,none
FIG00653882: hypothetical protein,- none -, , ,none,none
Superoxide dismutase [Mn] (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
Glycosylase BF2339,- none -, , ,none,none
Lipopolysaccharide export system protein LptA,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Acetylornithine aminotransferase (EC 2.6.1.11) (ACOAT),- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Peroxiredoxin OsmC (EC 1.11.1.15),- none -, , ,none,none
TPR-repeat-containing protein,- none -, , ,none,none
DNA gyrase subunit A (EC 5.99.1.3),"DNA gyrase subunits; <br>DNA replication cluster 1; <br>DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones", , ,DNA replication; Resistance to antibiotics and toxic compounds,"DNA Metabolism; Virulence, Disease and Defense"
"ATP-dependent Clp protease, ATP-binding subunit ClpC","Proteolysis in bacteria, ATP-dependent", , ,Protein degradation,Protein Metabolism
hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase / Ribosomal protein S6--L-glutamate ligase,Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
putative membrane protein,- none -, , ,none,none
Probable low-affinity inorganic phosphate transporter,Phosphate metabolism; none, , ,Membrane Transport - no subcategory; Phosphorus Metabolism - no subcategory,Membrane Transport; Phosphorus Metabolism
Phosphate transport regulator (distant homolog of PhoU),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Histidine ammonia-lyase (EC 4.3.1.3),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Homoserine kinase (EC 2.7.1.39),CBSS-269482.1.peg.1294; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Threonine synthase (EC 4.2.3.1),Threonine and Homoserine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
Conserved protein,- none -, , ,none,none
NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136),- none -, , ,none,none
Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),Glycine and Serine Utilization; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
Probable periplasmic tail-specific proteinase,- none -, , ,none,none
Probable transcriptional regulatory protein YebC,none, , ,RNA processing and modification,RNA Metabolism
Cystathionine beta-synthase (EC 4.2.1.22),Cysteine Biosynthesis; <br>Glycine and Serine Utilization; <br>Methionine Biosynthesis; <br>Methionine Degradation, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Protease II (EC 3.4.21.83),Protein degradation, , ,Protein degradation,Protein Metabolism
Nucleoid-associated protein YaaK,- none -, , ,none,none
L-allo-threonine aldolase (EC 2.1.2.1),Threonine degradation, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Peptide chain release factor 2 @ programmed frameshift-containing,Programmed frameshift; <br>Programmed frameshift; <br>Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12),- none -, , ,none,none
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4),Leucine Degradation and HMG-CoA Metabolism, , ,Branched-chain amino acids,Amino Acids and Derivatives
"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)",Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein",Cytochrome, , ,Respiration - no subcategory,Respiration
cytochrome cbb3 oxidase maturation protein CcoH,Cytochrome, , ,Respiration - no subcategory,Respiration
"Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation",Biogenesis of cbb3-type cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
"Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion",Biogenesis of cbb3-type cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4),Biogenesis of cbb3-type cytochrome c oxidases; <br>Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds; Respiration - no subcategory,"Membrane Transport; Respiration; Virulence, Disease and Defense"
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),Nucleoside triphosphate pyrophosphohydrolase MazG, , ,Detoxification,Nucleosides and Nucleotides
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
putative membrane protein,- none -, , ,none,none
Malate:quinone oxidoreductase (EC 1.1.5.4),- none -, , ,none,none
Putative pre-16S rRNA nuclease YqgF,Nuclease, , ,RNA processing and modification,RNA Metabolism
SIGNAL-TRANSDUCTION SENSOR PROTEIN-PAS/PAC domain,- none -, , ,none,none
Phosphoglycerol transferase-like protein,- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
Polysaccharide deacetylase,Polysaccharide deacetylases, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Glycosyl transferase,- none -, , ,none,none
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Phosphoglycerol transferase-like protein,- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
Mannosyltransferase,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide,Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
acetyltransferase,- none -, , ,none,none
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
putative ketoacyl-ACP synthase,- none -, , ,none,none
putative acyl carrier protein,- none -, , ,none,none
"Aminotransferase, DegT/DnrJ/EryC1/StrS family",- none -, , ,none,none
Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),- none -, , ,none,none
Cysteine desulfurase (EC 2.8.1.7),Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; RNA processing and modification",Amino Acids and Derivatives; Miscellaneous; RNA Metabolism
putative DNA mismatch repair protein,none, , ,DNA repair,DNA Metabolism
Acid-resistant locus arl7 (Fragment),none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Serine acetyltransferase (EC 2.3.1.30),Cysteine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Cysteine synthase (EC 2.5.1.47),Cysteine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"RNA methyltransferase, TrmA family",RNA methylation, , ,RNA processing and modification,RNA Metabolism
23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173),RNA methylation, , ,RNA processing and modification,RNA Metabolism
SAM-dependent methyltransferase,- none -, , ,none,none
"Zinc transporter, ZIP family",none, , ,Membrane Transport - no subcategory,Membrane Transport
N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126),- none -, , ,none,none
Pentapeptide repeat family protein,- none -, , ,none,none
SclB protein,- none -, , ,none,none
Methylamine utilization protein mauG,- none -, , ,none,none
UPF0758 family protein,- none -, , ,none,none
DNA topoisomerase IV subunit A (EC 5.99.1.3),DNA topoisomerases, , ,DNA replication,DNA Metabolism
DNA topoisomerase IV subunit B (EC 5.99.1.3),DNA topoisomerases, , ,DNA replication,DNA Metabolism
Nicotinate phosphoribosyltransferase (EC 6.3.4.21),- none -, , ,none,none
kyphoscoliosis,- none -, , ,none,none
"Inner membrane protein YihY, formerly thought to be RNase BN",LMPTP YfkJ cluster; <br>Riboflavin synthesis cluster, , ,none,none
GTP-binding and nucleic acid-binding protein YchF,- none -, , ,none,none
TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Ferredoxin,Soluble cytochromes and functionally related electron carriers, , ,Respiration - no subcategory,Respiration
Phosphoserine aminotransferase (EC 2.6.1.52),Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Pyridoxine","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Pyridoxine","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lipoprotein-releasing system ATP-binding protein LolD,Lipoprotein-releasing system, , ,ABC transporters,Membrane Transport
Acyl-acyl carrier protein thioesterase (EC 3.1.2.14),- none -, , ,none,none
tRNA dimethylallyltransferase (EC 2.5.1.75),tRNA processing, , ,RNA processing and modification,RNA Metabolism
"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family",Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Hypothetical protein Fjoh_3451,- none -, , ,none,none
Pyridoxal phosphate-containing protein YggS,- none -, , ,none,none
3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),Acetyl-CoA fermentation to Butyrate; <br>Butanol Biosynthesis, , ,Fermentation,Carbohydrates
"Oxidoreductase, Gfo/Idh/MocA family",- none -, , ,none,none
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),Lanthionine Synthetases; <br>Protein-L-isoaspartate O-methyltransferase; <br>Ton and Tol transport systems, , ,Membrane Transport - no subcategory; Protein processing and modification; Secondary Metabolism - no subcategory,Membrane Transport; Protein Metabolism; Secondary Metabolism
"Fic domain protein, MA2133 type",- none -, , ,none,none
tmRNA-binding protein SmpB,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"Acetyltransferase, GNAT family",- none -, , ,none,none
LacX protein,- none -, , ,none,none
Peptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
N-succinyl-L-citrulline:glutamate succinyltransferase,- none -, , ,none,none
Argininosuccinate synthase (EC 6.3.4.5),- none -, , ,none,none
N-succinyl-gamma-glutamyl-phosphate reductase,- none -, , ,none,none
N-succinylornithine aminotransferase,- none -, , ,none,none
Gamma-glutamyl phosphate reductase (EC 1.2.1.41),Proline Synthesis, , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
Glutamate 5-kinase (EC 2.7.2.11),Proline Synthesis, , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
N-succinylornithine carbamoyltransferase (EC 2.1.3.11),- none -, , ,none,none
N-succinylglutamate kinase,- none -, , ,none,none
N-succinyl-L-citrulline deacetylase,- none -, , ,none,none
Putative DNA-binding protein in cluster with Type I restriction-modification system,Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
Argininosuccinate lyase (EC 4.3.2.1),- none -, , ,none,none
General stress protein,- none -, , ,none,none
Chaperone protein ClpB (ATP-dependent unfoldase),- none -, , ,none,none
N-carbamoylputrescine amidase (EC 3.5.1.53) @ Aliphatic amidase AmiE (EC 3.5.1.4),- none -, , ,none,none
Alkaline phosphatase (EC 3.1.3.1),Phosphate metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines; Phosphorus Metabolism - no subcategory,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Phosphorus Metabolism"
Agmatine deiminase (EC 3.5.3.12),Arginine and Ornithine Degradation; <br>Polyamine Metabolism, , ,"Arginine; Arginine; urea cycle, polyamines; urea cycle, polyamines",Amino Acids and Derivatives
Agmatine deiminase (EC 3.5.3.12),Arginine and Ornithine Degradation; <br>Polyamine Metabolism, , ,"Arginine; Arginine; urea cycle, polyamines; urea cycle, polyamines",Amino Acids and Derivatives
Fumarylacetoacetase (EC 3.7.1.2),Homogentisate pathway of aromatic compound degradation; <br>Salicylate and gentisate catabolism, , ,Metabolism of central aromatic intermediates,Metabolism of Aromatic Compounds
Serine hydroxymethyltransferase (EC 2.1.2.1),5-FCL-like protein; <br>Glycine Biosynthesis; <br>Glycine and Serine Utilization; <br>Serine Biosynthesis, , ,"Alanine, serine, and glycine; Folate and pterines","Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
TRNA (Ms[2]io[6]A) -hydroxylase (EC 1.-.-.-),- none -, , ,none,none
GMP reductase (EC 1.7.1.7),Purine conversions, , ,Purines,Nucleosides and Nucleotides
"Acetyltransferase, GNAT family",- none -, , ,none,none
D-lactate dehydrogenase (EC 1.1.1.28),Fermentations: Lactate, , ,Fermentation,Carbohydrates
McbG-like protein,- none -, , ,none,none
Membrane protein,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
probable membrane protein STY1534,- none -, , ,none,none
"DNA-binding transcriptional regulator, MocR family / aminotransferase domain",none, , ,RNA processing and modification,RNA Metabolism
Uncharacterized inner membrane protein RarD,- none -, , ,none,none
Acyl-CoA dehydrogenase,- none -, , ,none,none
Regulatory protein SusR,- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Acyltransferase,- none -, , ,none,none
FMN oxidoreductase,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Thiol:disulfide interchange protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
corresponds to STY3948 from Accession AL513382: Salmonella typhi CT18,- none -, , ,none,none
Prophage Lp2 protein 6,- none -, , ,none,none
DNA-binding response regulator/sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Uncharacterized integral membrane protein SSO0015,- none -, , ,none,none
"3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9), FadA2",Biotin biosynthesis; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation, , ,Biotin; Branched-chain amino acids; Fatty acids,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Mlr3941 protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
putative ATPase,- none -, , ,none,none
Thioredoxin,- none -, , ,none,none
Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
PhnB protein,- none -, , ,none,none
Putative periplasmic protein,- none -, , ,none,none
Hyaluronan synthase (EC 2.4.1.212),Streptococcal Hyaluronic Acid Capsule, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00052322: hypothetical protein,- none -, , ,none,none
Uncharacterized ankyrin-repeat-containing protein Fjoh_4067,- none -, , ,none,none
Uncharacterized protein Fjoh_4068,- none -, , ,none,none
"Uncharacterized transmembrane, FAD-binding oxidoreductase Fjoh_4069",- none -, , ,none,none
"FAD:protein FMN transferase (EC 2.7.1.180) @ FAD:protein FMN transferase (EC 2.7.1.180), Fjoh_4069-associated",- none -, , ,none,none
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Predicted trehalose permease, MFS family, FucP subfamily",Trehalose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
Trehalase (EC 3.2.1.28),Trehalose Uptake and Utilization, , ,Di- and oligosaccharides,Carbohydrates
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Short-chain dehydrogenase/reductase SDR?,- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Transcription regulator of multidrug efflux pump operon, TetR (AcrR) family",none, , ,RNA processing and modification,RNA Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, LacI family",none, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Beta-mannosidase (EC 3.2.1.25),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Alpha-1,2-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Alpha-1,2-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)",- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Cell surface protein,- none -, , ,none,none
transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22),"Proline, 4-hydroxyproline uptake and utilization", , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
"2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)",- none -, , ,none,none
4-hydroxyproline epimerase (EC 5.1.1.8),"Proline, 4-hydroxyproline uptake and utilization", , ,Proline and 4-hydroxyproline,Amino Acids and Derivatives
D-amino acid dehydrogenase (EC 1.4.99.6),- none -, , ,none,none
Xaa-Pro aminopeptidase (EC 3.4.11.9),Aminopeptidases; Aminopeptidases (EC 3.4.11.-); Protein degradation, , ,Protein degradation,Protein Metabolism
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
DNA polymerase III beta subunit (EC 2.7.7.7),DNA polymerase; DNA replication cluster 1, , ,DNA replication,DNA Metabolism
Gliding motility-associated ABC transporter substrate-binding protein GldG,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Gliding motility-associated ABC transporter permease protein GldF,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
FIG00648915: hypothetical protein,- none -, , ,none,none
"Phosphate starvation-inducible protein PhoH, predicted ATPase",CBSS-56780.10.peg.1536; <br>CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Phosphate metabolism; <br>Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
"Cof protein, HD superfamily hydrolase",Housecleaning nucleoside triphosphate pyrophosphatases, , ,Detoxification,Nucleosides and Nucleotides
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),CBSS-251221.1.peg.1863; <br>De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Ankyrin,- none -, , ,none,none
Ankyrin domain protein,- none -, , ,none,none
"CzcABC family efflux RND transporter, transmembrane protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Endoglucanase,- none -, , ,none,none
Biotin synthase (EC 2.8.1.6),Biotin biosynthesis; <br>Biotin biosynthesis Experimental, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26),"Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>riboflavin to FAD; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",Biotin biosynthesis Experimental, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Glycyl-tRNA synthetase (EC 6.1.1.14),"Glycyl-tRNA synthetase containing cluster; <br>tRNA aminoacylation, Gly", , ,Protein biosynthesis,Protein Metabolism
Autolysis response regulater LytR,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Regulatory protein, LuxR:Response regulator receiver",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Thiamine-monophosphate kinase (EC 2.7.4.16),5-FCL-like protein; <br>Riboflavin synthesis cluster; <br>Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory; Folate and pterines","Cofactors, Vitamins, Prosthetic Groups, Pigments"
nuclease inhibitor,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"Transcriptional regulator, YafY family",none, , ,RNA processing and modification,RNA Metabolism
Translation elongation factor LepA,Translation elongation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Proline iminopeptidase (EC 3.4.11.5),"Proline, 4-hydroxyproline uptake and utilization; Protein degradation", , ,Proline and 4-hydroxyproline; Protein degradation,Amino Acids and Derivatives; Protein Metabolism
