Function,Subsystem,NCBI GI,locus,System,Category
[NiFe] hydrogenase nickel incorporation-associated protein HypB,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>NiFe hydrogenase maturation, , ,Electron donating reactions; Protein processing and modification,Protein Metabolism; Respiration
[NiFe] hydrogenase metallocenter assembly protein HypC,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>NiFe hydrogenase maturation, , ,Electron donating reactions; Protein processing and modification,Protein Metabolism; Respiration
[NiFe] hydrogenase metallocenter assembly protein HypE,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>NiFe hydrogenase maturation, , ,Electron donating reactions; Protein processing and modification,Protein Metabolism; Respiration
Inosine-5&#39;-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain,Purine conversions; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4),- none -, , ,none,none
Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2),- none -, , ,none,none
Sulfatase modifying factor 1 precursor (C-alpha-formyglycine- generating enzyme 1),Sulfatases and sulfatase modifying factor 1, , ,none,none
Tripeptide aminopeptidase (EC 3.4.11.4),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Putative ion-channel protein,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
radical SAM/B12 binding domain protein,- none -, , ,none,none
Peptide chain release factor homolog,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"RNA-2&#39;,3&#39;-PO4:RNA-5&#39;-OH ligase",RNA 3&#39;-terminal phosphate cyclase, , ,none,none
Uncharacterized MFS-type transporter YhjE,none, , ,Membrane Transport - no subcategory,Membrane Transport
Glucosaminyl-malate:cysteine ligase,- none -, , ,none,none
"N-acetylglucosamine related transporter, NagX",none, , ,Aminosugars; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
Nucleoside diphosphate kinase (EC 2.7.4.6),Purine conversions; <br>pyrimidine conversions, , ,Purines; Pyrimidines,Nucleosides and Nucleotides
"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",DNA replication cluster 1, , ,none,none
Signal recognition particle receptor FtsY,- none -, , ,none,none
"Uncharacterized protein Fjoh_4981, DUF4295-containing",- none -, , ,none,none
"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42),- none -, , ,none,none
Fumarylacetoacetate hydrolase family protein,Gentisate degradation; <br>Salicylate and gentisate catabolism, , ,Metabolism of Aromatic Compounds - no subcategory; Metabolism of central aromatic intermediates,Metabolism of Aromatic Compounds
DNA Pol III Epsilon Chain,- none -, , ,none,none
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),Dehydrogenase complexes; <br>Isoleucine degradation; <br>Valine degradation, , ,Branched-chain amino acids; Central carbohydrate metabolism,Amino Acids and Derivatives; Carbohydrates
"dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL",dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
"N-acetylglucosamine related transporter, NagX",none, , ,Aminosugars; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
Gll0560 protein,- none -, , ,none,none
Outer membrane protein-like protein,- none -, , ,none,none
RND multidrug efflux transporter; Acriflavin resistance protein,none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
putative lipoprotein MlpB,- none -, , ,none,none
GCN5-related N-acetyltransferase,- none -, , ,none,none
"Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)",none, , ,"Alanine, serine, and glycine; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; RNA processing and modification; ammonia assimilation",Amino Acids and Derivatives; RNA Metabolism
Mlr3941 protein,- none -, , ,none,none
"Predicted dye-decolorizing peroxidase (DyP), encapsulated subgroup",Encapsulating protein for DyP-type peroxidase and ferritin-like protein oligomers, , ,Iron acquisition and metabolism - no subcategory,Iron acquisition and metabolism
Phage protein ea59,- none -, , ,none,none
ShiA homolog,- none -, , ,none,none
"ThiF family protein, ubiquitin-activating enzyme",- none -, , ,none,none
Mycobacteriophage Barnyard protein gp56,- none -, , ,none,none
Single-stranded DNA-binding protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway", , ,DNA repair,DNA Metabolism
Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase, , ,DNA repair; DNA replication,DNA Metabolism
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Putative mobilization protein BF0133,"Conjugative transposon, Bacteroidales", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative conjugative transposon mobilization protein BF0132,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"hypothetical protein clusted with conjugative transposons, BF0131","Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Probable acylaminoacyl-peptidase (EC 3.4.19.1),Protein degradation, , ,Protein degradation,Protein Metabolism
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized protein CHU_1311,- none -, , ,none,none
Response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
AraC-family transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
Conjugative transposon protein TraE,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraF,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraG,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraJ,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraK,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraM,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraN,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Bis-ABC ATPase Uup,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
anti-FecI sigma factor FecR,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Inner membrane protein RclC associated with response to reactive chlorine species,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
putative iron-regulated membrane protein,- none -, , ,none,none
"CzcABC family efflux RND transporter, outer membrane protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"CzcABC family efflux RND transporter, transmembrane protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)",<br>Periplasmic disulfide interchange; Biogenesis of c-type cytochromes; Cytochrome, , ,Protein folding; Respiration - no subcategory,Protein Metabolism; Respiration
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)",- none -, , ,none,none
Mannose-6-phosphate isomerase (EC 5.3.1.8),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Transcriptional regulator, LacI family",none, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Beta-mannosidase (EC 3.2.1.25),Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Alpha-1,2-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Alpha-1,2-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)",Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
"N4-(beta-N-acetylglucosaminyl)-L-asparaginase, putative",- none -, , ,none,none
Calcium/proton antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
UPF0098 protein ybcL precursor,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Acidobacterial duplicated orphan permease (function unknown),- none -, , ,none,none
Acidobacterial duplicated orphan permease (function unknown),- none -, , ,none,none
DUF1801 domain-containing protein,- none -, , ,none,none
Ligand-binding SRPBCC domain protein family,- none -, , ,none,none
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
Cell well associated RhsD protein,- none -, , ,none,none
Cell well associated RhsD protein,- none -, , ,none,none
Penicillin-binding protein,- none -, , ,none,none
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
"Transcriptional regulator, PadR family",none, , ,RNA processing and modification,RNA Metabolism
Bis-ABC ATPase BT1543,- none -, , ,none,none
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
"Amine oxidase, flavin-containing",- none -, , ,none,none
Benzoylformate decarboxylase (EC 4.1.1.7),- none -, , ,none,none
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129),- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
ACR269Cp,- none -, , ,none,none
Prolyl endopeptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
Purine nucleoside phosphorylase (EC 2.4.2.1),Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions, , ,Monosaccharides; Nucleosides and Nucleotides - no subcategory; Purines; Pyrimidines,Carbohydrates; Nucleosides and Nucleotides
Translation initiation factor SUI1-related protein,Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Oxidoreductase,- none -, , ,none,none
"TTP-dependent protein, related to E1 component of pyruvate/2-oxoglutarate/acetoin dehydrogenase",- none -, , ,none,none
N-succinyl-L-citrulline:glutamate succinyltransferase,- none -, , ,none,none
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
Primosomal protein N&#39; (replication factor Y) - superfamily II helicase,none, , ,DNA replication,DNA Metabolism
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Predicted FAD containing dehydrogenase,- none -, , ,none,none
Uncharacterized oxidoreductase YgcW,- none -, , ,none,none
Glycerol kinase (EC 2.7.1.30),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
Epoxyqueuosine reductase (EC 1.17.99.6) QueG,- none -, , ,none,none
Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Putative uncharacterized protein TTHA1760,- none -, , ,none,none
"ABC-type Fe3+ transport system protein; Molybdenum transport protein, putative",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Molybdopterin oxidoreductase,- none -, , ,none,none
"Molybdopterin oxidoreductase, iron-sulfur binding subunit (EC 1.2.7.-)",- none -, , ,none,none
"Molybdopterin oxidoreductase subunit, predicted; chaperone protein HtpG",- none -, , ,none,none
Acid phosphatase (EC 3.1.3.2),- none -, , ,none,none
Translation initiation factor 2,CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Transcription termination protein NusA,NusA-TFII Cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Bacterial ribosome SSU maturation protein RimP,- none -, , ,none,none
Universal stress protein Coch_1269,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
Polysaccharide deacetylase,Polysaccharide deacetylases, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Redox-inactive protein similar to thioredoxin,- none -, , ,none,none
Putative phosphoesterase,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
DNA polymerase I (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
LSU ribosomal protein L13p (L13Ae),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S9p (S16e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S2p (SAe),<br>Ribosome SSU bacterial; <br>Ribosome recycling related cluster; CBSS-312309.3.peg.1965; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Translation elongation factor Ts,CBSS-312309.3.peg.1965; <br>Ribosome recycling related cluster; <br>Translation elongation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),Protein degradation, , ,Protein degradation,Protein Metabolism
Putative preQ0 transporter YhhQ,none, , ,Membrane Transport - no subcategory,Membrane Transport
DNA-3-methyladenine glycosylase (EC 3.2.2.20),- none -, , ,none,none
Sulfur carrier protein ThiS,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17),- none -, , ,none,none
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3),5-FCL-like protein; <br>Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory; Folate and pterines","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7),- none -, , ,none,none
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3),5-FCL-like protein; <br>Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory; Folate and pterines","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Thiazole synthase (EC 2.8.1.10),- none -, , ,none,none
2-iminoacetate synthase (ThiH) (EC 4.1.99.19),- none -, , ,none,none
Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73),- none -, , ,none,none
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,Anaerobic respiratory reductases, , ,Electron accepting reactions,Respiration
Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6),Protein degradation, , ,Protein degradation,Protein Metabolism
Nitrilotriacetate monooxygenase component B (EC 1.14.13.-),- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
HIT family protein,- none -, , ,none,none
Transcription elongation factor GreA,Transcription factors bacterial, , ,Transcription,RNA Metabolism
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Peptidyl-tRNA hydrolase ArfB (EC 3.1.1.29),- none -, , ,none,none
Ribosylnicotinamide kinase (EC 2.7.1.22) homolog / Unknown conserved in Flavobacteria,- none -, , ,none,none
"Ribosyl nicotinamide transporter, PnuC-like",NAD and NADP cofactor biosynthesis global; none, , ,Membrane Transport - no subcategory; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Membrane Transport"
Phosphoglycerol geranylgeranyltransferase (EC 2.5.1.41),- none -, , ,none,none
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Siderophore (Surfactin) biosynthesis regulatory protein,Siderophore, , ,Membrane Transport - no subcategory,Membrane Transport
Adenosylhomocysteinase (EC 3.3.1.1),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
putative acetyltransferase( EC:2.3.1.- ),- none -, , ,none,none
ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63),"DNA repair, bacterial; <br>DNA repair, bacterial", , ,DNA repair,DNA Metabolism
DNA repair system specific for alkylated DNA,none, , ,DNA repair,DNA Metabolism
Uncharacterised protein family UPF0157 (COG2320),- none -, , ,none,none
Hypothetical Nudix-like regulator,- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
"Glycosyl hydrolase, family 30",- none -, , ,none,none
"Glucan endo-1,6-beta-glucosidase( EC:3.2.1.75 )",- none -, , ,none,none
Glycosyl hydrolase,- none -, , ,none,none
Glycosyl hydrolase,- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10),- none -, , ,none,none
GldJ,- none -, , ,none,none
Cytidine deaminase (EC 3.5.4.5),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1),"Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),"5-FCL-like protein; <br>Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Macrophage infectivity potentiator-related protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
TRNA (Ms[2]io[6]A) -hydroxylase (EC 1.-.-.-),- none -, , ,none,none
Outer membrane assembly protein,- none -, , ,none,none
Hydrogen peroxide-inducible genes activator => OxyR,- none -, , ,none,none
"two component transcriptional regulator, LuxR family protein",none, , ,RNA processing and modification,RNA Metabolism
Ankyrin,- none -, , ,none,none
Catalase KatE (EC 1.11.1.6),- none -, , ,none,none
Fumarylacetoacetase (EC 3.7.1.2),Homogentisate pathway of aromatic compound degradation; <br>Salicylate and gentisate catabolism, , ,Metabolism of central aromatic intermediates,Metabolism of Aromatic Compounds
Pyruvate carboxylase (EC 6.4.1.1),- none -, , ,none,none
"Amine oxidase, flavin-containing",- none -, , ,none,none
Pyruvate decarboxylase (EC 4.1.1.1); Alpha-keto-acid decarboxylase (EC 4.1.1.-),"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Thioesterase family protein,- none -, , ,none,none
Aromatic amino acid transport protein AroP,Aromatic amino acid degradation; none, , ,Aromatic amino acids and derivatives; Membrane Transport - no subcategory,Amino Acids and Derivatives; Membrane Transport
FIG00815537: hypothetical protein,- none -, , ,none,none
Rhs-family protein,- none -, , ,none,none
"Transcriptional regulator, TetR family",none, , ,RNA processing and modification,RNA Metabolism
Putative oxidoreductase,- none -, , ,none,none
Beta-galactosidase (EC 3.2.1.23),Galactosylceramide and Sulfatide metabolism; <br>Lactose and Galactose Uptake and Utilization; <br>Lactose utilization, , ,Di- and oligosaccharides; Sulfur Metabolism - no subcategory,Carbohydrates; Sulfur Metabolism
Multidrug resistance protein B,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Methyl-accepting chemotaxis protein,- none -, , ,none,none
Exopolyphosphatase (EC 3.6.1.11),Phosphate metabolism; <br>Polyphosphate, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Aerobactin siderophore receptor IutA,<br>Ton and Tol transport systems; Siderophore; Siderophore Aerobactin, , ,Membrane Transport - no subcategory; Siderophores,Iron acquisition and metabolism; Membrane Transport
NAD-dependent protein deacetylase of SIR2 family,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
Uncharacterized hydrolase DSY2054,- none -, , ,none,none
"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination",- none -, , ,none,none
TRNA and rRNA cytosine-C5-methylase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
Kup system potassium uptake protein,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
no hits,- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Bll7169 protein,- none -, , ,none,none
Dipeptidyl-peptidase III (EC 3.4.14.4),Protein degradation, , ,Protein degradation,Protein Metabolism
putative secreted protein,- none -, , ,none,none
3-carboxymuconate cyclase,- none -, , ,none,none
Branched-chain amino acid aminotransferase (EC 2.6.1.42),Alanine biosynthesis; <br>Branched-Chain Amino Acid Biosynthesis; <br>Isoleucine degradation; <br>Leucine Biosynthesis; <br>Pyruvate Alanine Serine Interconversions; <br>Valine degradation, , ,"Alanine, serine, and glycine; Branched-chain amino acids; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),RNA methylation; <br>mnm5U34 biosynthesis bacteria, , ,RNA processing and modification,RNA Metabolism
Uncharacterized protein Celly_2507,- none -, , ,none,none
Hydrogen peroxide-inducible genes activator => OxyR,- none -, , ,none,none
DNA protection during starvation protein,- none -, , ,none,none
Na(+)-dependent bicarbonate transporter BicA,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
Chitinase (EC 3.2.1.14),Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
High-affinity choline uptake protein BetT,- none -, , ,none,none
Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8),- none -, , ,none,none
3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16),- none -, , ,none,none
3-hydroxyacyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.1.1.35) / Enoyl-CoA hydratase [fadN-fadA-fadE operon] (EC 4.2.1.17),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
