Function,Subsystem,NCBI GI,locus,System,Category
23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Thiamin pyrophosphokinase (EC 2.7.6.2),Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42),5-FCL-like protein, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
LSU ribosomal protein L19p,Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domain,Protein degradation, , ,Protein degradation,Protein Metabolism
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),Protein degradation, , ,Protein degradation,Protein Metabolism
"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",- none -, , ,none,none
AhpC/Tsa family protein GSU0066,- none -, , ,none,none
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein,- none -, , ,none,none
Protein secretion chaperonin CsaA,- none -, , ,none,none
3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2),- none -, , ,none,none
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23),- none -, , ,none,none
Transcription termination protein NusB,Riboflavin synthesis cluster; <br>Transcription factors bacterial, , ,Transcription,RNA Metabolism
Protein translocase subunit YajC,Protein transport, , ,Protein transport,Membrane Transport
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, OmpR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Tripeptide aminopeptidase (EC 3.4.11.4),Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2),- none -, , ,none,none
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4),- none -, , ,none,none
Inosine-5&#39;-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain,Purine conversions; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
POTASSIUM/PROTON ANTIPORTER ROSB,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2),De Novo Purine Biosynthesis; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
NAD-dependent protein deacetylase of SIR2 family,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
tRNA (guanosine(18)-2&#39;-O)-methyltransferase (EC 2.1.1.34),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Optional hypothetical component of the B12 transporter BtuN,none, , ,Membrane Transport - no subcategory,Membrane Transport
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Protein translocase subunit SecA,Protein transport, , ,Protein transport,Membrane Transport
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),- none -, , ,none,none
"Zinc protease CHU_1230, M16 family",Protein degradation, , ,Protein degradation,Protein Metabolism
"ABC-type antimicrobial peptide transport system, ATPase component",none, , ,ABC-transporters,Membrane Transport
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Short-chain dehydrogenase,- none -, , ,none,none
Bis-ABC ATPase Uup,- none -, , ,none,none
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),Dehydrogenase complexes; <br>Isoleucine degradation; <br>Valine degradation, , ,Branched-chain amino acids; Central carbohydrate metabolism,Amino Acids and Derivatives; Carbohydrates
DNA Pol III Epsilon Chain,- none -, , ,none,none
Fumarylacetoacetate hydrolase family protein,Gentisate degradation; <br>Pterin carbinolamine dehydratase; <br>Salicylate and gentisate catabolism, , ,Folate and pterines; Metabolism of Aromatic Compounds - no subcategory; Metabolism of central aromatic intermediates,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Metabolism of Aromatic Compounds"
ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42),- none -, , ,none,none
"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",<br>Ribosome LSU bacterial; Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Uncharacterized protein Fjoh_4981, DUF4295-containing",- none -, , ,none,none
Signal recognition particle receptor FtsY,- none -, , ,none,none
sensory box sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Transcriptional regulatory protein zraR,none, , ,RNA processing and modification,RNA Metabolism
NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4),"Glutamate dehydrogenases; <br>Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Proline Synthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Proline and 4-hydroxyproline; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
Regulator of nucleoside diphosphate kinase,Transcription factors bacterial, , ,Transcription,RNA Metabolism
"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",DNA replication cluster 1, , ,none,none
Uncharacterized Nudix hydrolase NudL,- none -, , ,none,none
FIG00431159: hypothetical protein,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
NADH dehydrogenase (EC 1.6.99.3),Respiratory dehydrogenases 1; <br>Riboflavin synthesis cluster, , ,Electron donating reactions,Respiration
Cytosol nonspecific dipeptidase (EC 3.4.13.18),Dipeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",- none -, , ,none,none
Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Maebl,- none -, , ,none,none
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),Glycine Biosynthesis; <br>Glycine and Serine Utilization, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
TPR/glycosyl transferase domain protein,- none -, , ,none,none
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
Excinuclease ABC subunit A paralog in greater Bacteroides group,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Glycosyl hydrolase, family 16",- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
laminarinase,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Mobile element protein,- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
FIG00693375: hypothetical protein,- none -, , ,none,none
conserved hypothetical protein,- none -, , ,none,none
LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",- none -, , ,none,none
Phosphomevalonate kinase (EC 2.7.4.2),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Diphosphomevalonate decarboxylase (EC 4.1.1.33),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Benzodiazepine receptor TspO,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00648790: hypothetical protein,- none -, , ,none,none
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
Periplasmic alpha-amylase (EC 3.2.1.1),- none -, , ,none,none
Oligosaccharide 4-alpha-D-glucosyltransferase (EC 2.4.1.161),- none -, , ,none,none
Maltose phosphorylase (EC 2.4.1.8),- none -, , ,none,none
Beta-phosphoglucomutase (EC 5.4.2.6),- none -, , ,none,none
Predicted maltose transporter MalT,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Acetyl-CoA synthetase (EC 6.2.1.1),- none -, , ,none,none
Acetyl-CoA synthetase (EC 6.2.1.1),- none -, , ,none,none
response regulator receiver domain protein,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Acetate permease ActP (cation/acetate symporter),"CBSS-211586.9.peg.2560; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
FIG152265: Sodium:solute symporter associated protein,CBSS-211586.9.peg.2560; none, , ,Uni- Sym- and Antiporters,Membrane Transport
"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Putative outer membrane protein,- none -, , ,none,none
Lipopolysaccharide export system protein LptC,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Mevalonate kinase (EC 2.7.1.36),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Thioredoxin Disulfide Isomerase,- none -, , ,none,none
DNA internalization-related competence protein ComEC/Rec2,- none -, , ,none,none
Lipid-A-disaccharide synthase (EC 2.4.1.182),- none -, , ,none,none
5&#39;-nucleotidase SurE (EC 3.1.3.5),- none -, , ,none,none
Tail-specific protease precursor (EC 3.4.21.102),Protein degradation, , ,Protein degradation,Protein Metabolism
"Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
DNA/RNA non-specific endonuclease,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Rod shape-determining protein RodA,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)",Protein degradation, , ,Protein degradation,Protein Metabolism
Rod shape-determining protein MreD,<br>CBSS-354.1.peg.2917; Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Rod shape-determining protein MreC,<br>CBSS-354.1.peg.2917; Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Rod shape-determining protein MreB,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),5-FCL-like protein; <br>De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
"ABC-type antimicrobial peptide transport system, permease component",none, , ,ABC-transporters,Membrane Transport
Alcohol dehydrogenase (EC 1.1.1.1),5-FCL-like protein; <br>Butanol Biosynthesis, , ,Fermentation; Folate and pterines,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Fructose-bisphosphate aldolase class II (EC 4.1.2.13),- none -, , ,none,none
"RNA methyltransferase, TrmH family",RNA methylation, , ,RNA processing and modification,RNA Metabolism
PorT protein,- none -, , ,none,none
Demethylmenaquinone methyltransferase (EC 2.1.1.163),- none -, , ,none,none
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
FIG00655167: hypothetical protein,- none -, , ,none,none
"1,4-alpha-glucan branching enzyme",- none -, , ,none,none
Thymidylate synthase (EC 2.1.1.45),Folate Biosynthesis; <br>pyrimidine conversions, , ,Folate and pterines; Pyrimidines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
"Electron transfer flavoprotein, alpha subunit",Acetyl-CoA fermentation to Butyrate, , ,Fermentation,Carbohydrates
"Electron transfer flavoprotein, beta subunit",Acetyl-CoA fermentation to Butyrate, , ,Fermentation,Carbohydrates
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1),"Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Inorganic pyrophosphatase (EC 3.6.1.1),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113),Purine conversions; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
S-adenosylmethionine synthetase (EC 2.5.1.6),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),Methionine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
OsmC/Ohr family protein,- none -, , ,none,none
O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),Methionine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
"Predicted transcriptional regulator of sulfate transport, Rrf2 family",none, , ,Membrane Transport - no subcategory; RNA processing and modification,Membrane Transport; RNA Metabolism
putative membrane protein,- none -, , ,none,none
Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10),- none -, , ,none,none
Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4),Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4),Cysteine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Ferredoxin--sulfite reductase (EC 1.8.7.1),- none -, , ,none,none
Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Thioredoxin reductase (EC 1.8.1.9),Thioredoxin-disulfide reductase; <br>pyrimidine conversions, , ,Pyrimidines; Sulfur Metabolism - no subcategory,Nucleosides and Nucleotides; Sulfur Metabolism
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
"5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), C-terminal domain",- none -, , ,none,none
"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",5-FCL-like protein; <br>Methionine Biosynthesis; <br>One-carbon metabolism by tetrahydropterines, , ,"Folate and pterines; Lysine, threonine, methionine, and cysteine; One-carbon Metabolism","Amino Acids and Derivatives; Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Gliding motility-associated ABC transporter ATP-binding protein GldA,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"proton/glutamate symporter family protein, putative",none, , ,Uni- Sym- and Antiporters,Membrane Transport
Prephenate dehydratase (EC 4.2.1.51),Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Phenylalanine and Tyrosine Branches from Chorismate; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Aromatic amino acids and derivatives; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43),Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) / Chorismate mutase I (EC 5.4.99.5),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Ribosome small subunit biogenesis RbfA-release protein RsgA,- none -, , ,none,none
D-aminoacyl-tRNA deacylase (EC 3.1.1.96),- none -, , ,none,none
3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19),- none -, , ,none,none
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17),- none -, , ,none,none
Kynureninase (EC 3.7.1.3),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Outer membrane protein,- none -, , ,none,none
"Conserved domain associated with flavoprotein oxygenases, DIM6/NTAB family",- none -, , ,none,none
N-acyl-homoserine lactone acylase,- none -, , ,none,none
Kynurenine 3-monooxygenase (EC 1.14.13.9),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Mobile element protein,- none -, , ,none,none
"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",CBSS-83331.1.peg.3039; <br>Periplasmic Stress Response, , ,Periplasmic Stress,Stress Response
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",- none -, , ,none,none
Putative oxidoreductase,- none -, , ,none,none
Membrane protein mosC,- none -, , ,none,none
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
Ribosome LSU-associated GTP-binding protein HflX,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,- none -, , ,none,none
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
membran protein,- none -, , ,none,none
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
Protease precursor,Protein degradation, , ,Protein degradation,Protein Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Putative oxidoreductase,- none -, , ,none,none
UDP-glucose 4-epimerase related protein,- none -, , ,none,none
Transcription-repair coupling factor,Transcription factors bacterial, , ,Transcription,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
UPF0102 protein YraN,- none -, , ,none,none
Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),<br>Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids; Metallocarboxypeptidases (EC 3.4.17.-); Protein degradation, , ,Cell Wall and Capsule - no subcategory; Protein degradation,Cell Wall and Capsule; Protein Metabolism
"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"3&#39;,5&#39;-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",- none -, , ,none,none
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
Serine/threonine protein phosphatase (EC 3.1.3.16),- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Oxidoreductase YdhF,- none -, , ,none,none
MoxR-like ATPase in aerotolerance operon,Aerotolerance; Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms, , ,Oxidative stress,Stress Response
hypothetical protein PA3071,Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms, , ,none,none
FIG00936810: hypothetical protein,- none -, , ,none,none
Aerotolerance protein BatA,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatB,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatC,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatD,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatE,Aerotolerance, , ,Oxidative stress,Stress Response
FIG00653041: hypothetical protein,- none -, , ,none,none
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
FIG00907129: hypothetical protein,- none -, , ,none,none
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-),Butanol Biosynthesis, , ,Fermentation,Carbohydrates
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Regulatory protein CysB,- none -, , ,none,none
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Guanylate kinase (EC 2.7.4.8),Purine conversions, , ,Purines,Nucleosides and Nucleotides
UPF0701 protein YicC,- none -, , ,none,none
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
Cystathionine gamma-lyase (EC 4.4.1.1),Cysteine Biosynthesis; <br>Glycine and Serine Utilization; <br>Methionine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
NADP-specific glutamate dehydrogenase (EC 1.4.1.4),"Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Proline Synthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Proline and 4-hydroxyproline; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
DNA recombination and repair protein RecO,"CBSS-176299.4.peg.1292; <br>DNA repair, bacterial RecFOR pathway; <br>Glycyl-tRNA synthetase containing cluster", , ,DNA repair,DNA Metabolism
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
"ABC export system, membrane fusion protein BT1213",- none -, , ,none,none
