Function,Subsystem,NCBI GI,locus,System,Category
Linoleoyl-CoA desaturase (EC 1.14.19.3),- none -, , ,none,none
16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88),"Arginine and Ornithine Degradation; <br>Proline, 4-hydroxyproline uptake and utilization", , ,"Arginine; Proline and 4-hydroxyproline; urea cycle, polyamines",Amino Acids and Derivatives
ApaG protein,- none -, , ,none,none
Probable zinc protease pqqL (EC 3.4.99.-),Protein degradation, , ,Protein degradation,Protein Metabolism
Glycosyltransferase,- none -, , ,none,none
Methionine aminopeptidase (EC 3.4.11.18),<br>Translation termination factors bacterial; Aminopeptidases; CBSS-312309.3.peg.1965; Protein degradation, , ,Protein biosynthesis; Protein degradation,Protein Metabolism
4-hydroxybutyrate coenzyme A transferase,- none -, , ,none,none
FIG00552525: hypothetical protein,- none -, , ,none,none
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)",- none -, , ,none,none
Peptidoglycan-binding domain 1,- none -, , ,none,none
"acetyltransferase, GNAT family",- none -, , ,none,none
Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),Dipeptidases (EC 3.4.13.-); Protein degradation, , ,Protein degradation,Protein Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Twin-arginine translocation protein TatA,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related; <br>Twin-arginine translocation system, , ,Protein translocation across cytoplasmic membrane,Membrane Transport
"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",- none -, , ,none,none
O-methyltransferase,- none -, , ,none,none
23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Hexaprenyl diphosphate synthase (farnesyl-diphosphate specific) (EC 2.5.1.83),Isoprenoinds for Quinones, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
DNA primase DnaG,- none -, , ,none,none
"Regulatory protein, LuxR:Response regulator receiver",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
NAD synthetase (EC 6.3.1.5),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
GldB,- none -, , ,none,none
GldC,- none -, , ,none,none
GTP-binding protein EngB,- none -, , ,none,none
"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)",- none -, , ,none,none
Transcriptional regulator MraZ,none, , ,RNA processing and modification,RNA Metabolism
16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Cell division protein FtsL,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),CBSS-83331.1.peg.3039; Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)",- none -, , ,none,none
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),- none -, , ,none,none
UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),- none -, , ,none,none
Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),- none -, , ,none,none
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),- none -, , ,none,none
UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8),- none -, , ,none,none
Cell division protein FtsQ,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsA,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Cell division protein FtsZ,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Transamidase GatB domain protein,- none -, , ,none,none
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
Agglutination protein,- none -, , ,none,none
Predicted signal-transduction protein containing cAMP-binding and CBS domains,CBSS-342610.3.peg.1536; <br>cAMP signaling in bacteria, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Ribulose-phosphate 3-epimerase (EC 5.1.3.1),Pentose phosphate pathway; <br>Riboflavin synthesis cluster, , ,Central carbohydrate metabolism,Carbohydrates
RNA polymerase sigma factor RpoD,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase sigma factor RpoD,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
SSU ribosomal protein S15p (S13e),Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
GAF domain-containing proteins,- none -, , ,none,none
"Metallo-beta-lactamase family protein, RNA-specific",Ribonucleases in Bacillus, , ,RNA processing and modification,RNA Metabolism
TonB-dependent outer membrane receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Heat shock protein 60 kDa family chaperone GroEL,none, , ,Heat shock,Stress Response
Heat shock protein 10 kDa family chaperone GroES,none, , ,Heat shock,Stress Response
Protein translocase membrane subunit SecG,Protein transport, , ,Protein transport,Membrane Transport
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3),tRNA methylthiolation, , ,RNA processing and modification,RNA Metabolism
DNA topoisomerase I (EC 5.99.1.2),"CBSS-272943.3.peg.1367; <br>DNA topoisomerases, Type I, ATP-independent", , ,DNA replication,DNA Metabolism
GldJ,- none -, , ,none,none
GldN,- none -, , ,none,none
FAD-dependent cmnm(5)s(2)U34 oxidoreductase,- none -, , ,none,none
Bis-ABC ATPase YheS,- none -, , ,none,none
N-Acyltransferase,- none -, , ,none,none
Fe-S-cluster oxidoreductase,- none -, , ,none,none
GTP-binding protein Era,CBSS-176299.4.peg.1292; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
GTP-binding protein EngA,- none -, , ,none,none
Beta-propeller domains of methanol dehydrogenase type,- none -, , ,none,none
FIG014338: Hypothetical protein,- none -, , ,none,none
LemA family protein,- none -, , ,none,none
"Transcriptional regulator, MerR family",none, , ,RNA processing and modification; Resistance to antibiotics and toxic compounds,"RNA Metabolism; Virulence, Disease and Defense"
"Peptidase, family M23 (EC 3.4.24.-)",CBSS-226186.1.peg.3994; Protein degradation, , ,Protein degradation,Protein Metabolism
Alanyl-tRNA synthetase (EC 6.1.1.7),"CBSS-226186.1.peg.3994; <br>tRNA aminoacylation, Ala", , ,Protein biosynthesis,Protein Metabolism
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, NarL/FixJ family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Rhodanese-like domain protein,- none -, , ,none,none
Phenylalanine-4-hydroxylase (EC 1.14.16.1) / N-terminal regulatory domain,Aromatic amino acid degradation, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
bacterial-like globin family protein,- none -, , ,none,none
putative lipoprotein,- none -, , ,none,none
Urocanate hydratase (EC 4.2.1.49),Histidine Degradation, , ,Histidine Metabolism,Amino Acids and Derivatives
Uncharacterized protein Fjoh_1910,- none -, , ,none,none
Mll4444 protein,- none -, , ,none,none
"pyridoxal phosphate-dependent deaminase, putative",- none -, , ,none,none
Hemagglutinin,- none -, , ,none,none
"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",- none -, , ,none,none
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),"tRNA aminoacylation, Lys", , ,Protein biosynthesis,Protein Metabolism
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181),- none -, , ,none,none
Ribonuclease HII (EC 3.1.26.4),Ribonuclease H; <br>Ribonucleases in Bacillus, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Cystathionine beta-synthase (EC 4.2.1.22),Cysteine Biosynthesis; <br>Glycine and Serine Utilization; <br>Methionine Biosynthesis, , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Acyl-CoA dehydrogenase,- none -, , ,none,none
SSU ribosomal protein S21p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Site-specific tyrosine recombinase XerC,- none -, , ,none,none
Ribosome hibernation promoting factor Hpf,- none -, , ,none,none
Translation elongation factor Tu,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Protein translocase subunit SecE,Protein transport, , ,Protein transport,Membrane Transport
Transcription antitermination protein NusG,Transcription factors bacterial, , ,Transcription,RNA Metabolism
LSU ribosomal protein L11p (L12e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L1p (L10Ae),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L10p (P0),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L7p/L12p (P1/P2),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
DNA-directed RNA polymerase beta&#39; subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
Uncharacterized protein TTC1240,- none -, , ,none,none
Peptide chain release factor 3,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
PPIC-type PPIASE domain Rotamase,- none -, , ,none,none
Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8),- none -, , ,none,none
MoxR protein,- none -, , ,none,none
Aconitate hydratase 2 (EC 4.2.1.3),- none -, , ,none,none
Aconitate hydratase (EC 4.2.1.3),- none -, , ,none,none
LysM-repeat proteins and domains,- none -, , ,none,none
"Acetyltransferase, GNAT family",- none -, , ,none,none
Putative esterase,- none -, , ,none,none
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Serine protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Diaminopimelate epimerase (EC 5.1.1.7),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Acetyltransferase,- none -, , ,none,none
Murein endolytic transglycosylase MltG,- none -, , ,none,none
LysM domain protein,- none -, , ,none,none
Tetrapyrrole (Corrin-Porphyrin) methylase family protein,- none -, , ,none,none
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48),LMPTP YfkJ cluster, , ,none,none
Chromosomal replication initiator protein DnaA,DNA replication cluster 1; none, , ,DNA replication,DNA Metabolism
4-hydroxybenzoyl-CoA thioesterase family active site,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG000605: protein co-occurring with transport systems (COG1739),none, , ,Membrane Transport - no subcategory,Membrane Transport
Haloacid dehalogenase-like hydrolase,- none -, , ,none,none
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193),"Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Uncharacterized N-acetyltransferase YjgM,- none -, , ,none,none
Rrf2 family transcriptional regulator,none, , ,RNA processing and modification; Transcription,RNA Metabolism
Nitric-oxide reductase subunit C (EC 1.7.99.7),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitric-oxide reductase subunit B (EC 1.7.99.7),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Quinolinate synthetase (EC 2.5.1.72),Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global, , ,Invasion and intracellular resistance; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Virulence, Disease and Defense"
L-aspartate oxidase (EC 1.4.3.16),Mycobacterium virulence operon possibly involved in quinolinate biosynthesis; <br>NAD and NADP cofactor biosynthesis global, , ,Invasion and intracellular resistance; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Virulence, Disease and Defense"
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Secreted and surface protein containing fasciclin-like repeats,- none -, , ,none,none
Truncated hemoglobins,- none -, , ,none,none
Nitrous oxide reductase maturation transmembrane protein NosY,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrous oxide reductase maturation protein NosF (ATPase),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrous oxide reductase maturation protein NosD,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
"Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL",Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitrous-oxide reductase (EC 1.7.99.6) / Pseudoazurin,Copper transport and blue copper proteins; <br>Denitrification; <br>Denitrifying reductase gene clusters, , ,Cation transporters; Denitrification,Membrane Transport; Nitrogen Metabolism
"Cytochrome c, class I",Cytochrome, , ,Respiration - no subcategory,Respiration
Nitric oxide reductase activation protein NorE,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Putative PAS/PAC sensor protein,- none -, , ,none,none
Nitric oxide reductase activation protein NorD,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitric oxide reductase activation protein NorQ,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitric-oxide reductase subunit B (EC 1.7.99.7),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Nitric-oxide reductase subunit C (EC 1.7.99.7),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Repair of Iron Centers di-iron protein,- none -, , ,none,none
"Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)",Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
"Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)",Ribonucleotide reduction, , ,Nucleosides and Nucleotides - no subcategory,Nucleosides and Nucleotides
Hemerythrin domain protein,- none -, , ,none,none
SCO1/SenC family protein associated with Copper-containing nitrite reductase,- none -, , ,none,none
Nitrite reductase accessory protein NirV,Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Copper-containing nitrite reductase (EC 1.7.2.1),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Copper-containing nitrite reductase (EC 1.7.2.1),Denitrification; <br>Denitrifying reductase gene clusters, , ,Denitrification,Nitrogen Metabolism
Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297),- none -, , ,none,none
"ABC-type antimicrobial peptide transport system, permease component",none, , ,ABC-transporters,Membrane Transport
Histidyl-tRNA synthetase (EC 6.1.1.21),"tRNA aminoacylation, His", , ,Protein biosynthesis,Protein Metabolism
N1-spermidine/spermine acetyltransferase PaiA,- none -, , ,none,none
tRNA-dihydrouridine synthase BT3326,- none -, , ,none,none
Phospholipase/carboxylesterase,- none -, , ,none,none
Uncharacterized UPF0118 membrane protein,- none -, , ,none,none
Cryptochrome,- none -, , ,none,none
FIG004436: Protein related to deoxyribodipyrimidine photolyase,- none -, , ,none,none
"Deoxyribodipyrimidine photolyase, single-strand-specific","DNA repair, bacterial photolyase", , ,DNA repair,DNA Metabolism
Ligand-binding SRPBCC domain protein family 2,- none -, , ,none,none
Aminodeoxychorismate lyase (EC 4.1.3.38),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Transcriptional regulator, ArsR family",none, , ,RNA processing and modification,RNA Metabolism
DNA-binding protein HU-beta,"DNA structural proteins, bacterial", , ,DNA Metabolism - no subcategory,DNA Metabolism
Methionyl-tRNA formyltransferase (EC 2.1.2.9),Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
ATP-dependent DNA helicase RecQ,"DNA helicase; DNA repair, bacterial RecFOR pathway", , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
3-dehydroquinate dehydratase II (EC 4.2.1.10),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Quinate degradation, , ,Aromatic amino acids and derivatives; Peripheral pathways for catabolism of aromatic compounds,Amino Acids and Derivatives; Metabolism of Aromatic Compounds
Site-specific tyrosine recombinase XerD,- none -, , ,none,none
Ribonuclease Y,Nuclease, , ,RNA processing and modification,RNA Metabolism
Cell division ZapA family protein,Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
FIG034863: hypothetical protein,- none -, , ,none,none
putative ferric aerobactin receptor,- none -, , ,none,none
"Efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Phosphoglucomutase (EC 5.4.2.2),- none -, , ,none,none
"Glycosyl transferase, group 2 family",- none -, , ,none,none
"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent",<br>Ribosome LSU bacterial; Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Sugar-phosphate nucleotidyl transferase,- none -, , ,none,none
Aspartate ammonia-lyase (EC 4.3.1.1),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
Putative periplasmic protein,- none -, , ,none,none
tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5),tRNA methylthiolation, , ,RNA processing and modification,RNA Metabolism
Conserved hyperthetical protein,- none -, , ,none,none
Membrane-bound lytic murein transglycosylase D,- none -, , ,none,none
LSU ribosomal protein L34p,Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),- none -, , ,none,none
"Probable transcription regulator, MerR family",none, , ,RNA processing and modification,RNA Metabolism
"Kef-type K+ transport systems, predicted NAD-binding component",none, , ,Membrane Transport - no subcategory,Membrane Transport
Ankyrin-like protein,- none -, , ,none,none
Acyl CoA thioester hydrolase family protein,- none -, , ,none,none
DNA recombination protein RmuC,"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
BNR repeat domain protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Probable Co/Zn/Cd efflux system membrane fusion protein,Cobalt-zinc-cadmium resistance, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Multicopper oxidase,Copper homeostasis, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Two-component response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Circadian input kinase A,- none -, , ,none,none
3-demethylubiquinone-9 3-methyltransferase,- none -, , ,none,none
Glyoxalase family protein,- none -, , ,none,none
Ligand-binding SRPBCC domain protein family,- none -, , ,none,none
LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
tRNA (cytidine(34)-2&#39;-O)-methyltransferase (EC 2.1.1.207),RNA methylation, , ,RNA processing and modification,RNA Metabolism
PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein,- none -, , ,none,none
Sodium-dependent phosphate transporter,"<br>Phosphate metabolism; NhaA, NhaD and Sodium-dependent phosphate transporters; none", , ,Membrane Transport - no subcategory; Phosphorus Metabolism - no subcategory; Uni- Sym- and Antiporters,Membrane Transport; Phosphorus Metabolism
Dienelactone hydrolase family protein,- none -, , ,none,none
"Vitamin B12 ABC transporter, ATP-binding protein BtuD",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Vitamin B12 ABC transporter, permease protein BtuC",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Vitamin B12 ABC transporter, substrate-binding protein BtuF",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Outer membrane vitamin B12 receptor BtuB,- none -, , ,none,none
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Beta-carotene hydroxylase,Myxoxanthophyll biosynthesis in Cyanobacteria, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Phytoene synthase (EC 2.5.1.32),- none -, , ,none,none
Phytoene dehydrogenase (EC 1.14.99.-),- none -, , ,none,none
"Transcriptional regulator, MerR family",none, , ,RNA processing and modification; Resistance to antibiotics and toxic compounds,"RNA Metabolism; Virulence, Disease and Defense"
Lycopene beta-cyclase (EC 5.5.1.19),- none -, , ,none,none
Shikimate kinase I (EC 2.7.1.71),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Uncharacterized protein SAV2112,- none -, , ,none,none
Thiopurine S-methyltransferase (EC 2.1.1.67),- none -, , ,none,none
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),<br>DNA replication cluster 1; Cell division-ribosomal stress proteins cluster; none, , ,Heat shock,Stress Response
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
"Transketolase, C-terminal section (EC 2.2.1.1)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
"Transketolase, N-terminal section (EC 2.2.1.1)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Queuine tRNA-ribosyltransferase (EC 2.4.2.29),- none -, , ,none,none
Lipopolysaccharide export system permease protein LptG,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2),Fatty Acid Biosynthesis FASII; <br>Pterin synthesis related cluster, , ,Fatty acids; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
Replicative DNA helicase (DnaB) (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Glutaminase (EC 3.5.1.2),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181),RNA methylation, , ,RNA processing and modification,RNA Metabolism
LSU ribosomal protein L20p,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Ribosome LSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
LSU ribosomal protein L35p,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Ribosome LSU bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Translation initiation factor 3,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Translation initiation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Threonyl-tRNA synthetase (EC 6.1.1.3),"tRNA aminoacylation, Thr", , ,Protein biosynthesis,Protein Metabolism
Outer membrane lipoprotein omp16 precursor,Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00552578: hypothetical protein,- none -, , ,none,none
Thiamin-regulated outer membrane receptor Omr1,Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory","Cofactors, Vitamins, Prosthetic Groups, Pigments"
"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
Protein PhnA,- none -, , ,none,none
secreted protein,- none -, , ,none,none
Serine/threonine protein phosphatase (EC 3.1.3.16),- none -, , ,none,none
Two-component response regulator of nitrate reduction,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
