Function,Subsystem,NCBI GI,locus,System,Category
Class D beta-lactamase (EC 3.5.2.6),- none -, , ,none,none
Peptidase M1 family protein,Protein degradation, , ,Protein degradation,Protein Metabolism
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31),Histidine Biosynthesis; <br>Histidine Biosynthesis; <br>Riboflavin synthesis cluster, , ,Histidine Metabolism,Amino Acids and Derivatives
Imidazole glycerol phosphate synthase cyclase subunit,- none -, , ,none,none
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Histidine Biosynthesis", , ,Aromatic amino acids and derivatives; Histidine Metabolism,Amino Acids and Derivatives
Imidazole glycerol phosphate synthase amidotransferase subunit HisH,- none -, , ,none,none
Histidinol-phosphatase (EC 3.1.3.15) / Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),Histidine Biosynthesis; <br>Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
Histidinol-phosphate aminotransferase (EC 2.6.1.9),Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
Histidinol dehydrogenase (EC 1.1.1.23),Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl,- none -, , ,none,none
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
DNA-binding heavy metal response regulator,Cobalt-zinc-cadmium resistance; Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory; Resistance to antibiotics and toxic compounds,"Regulation and Cell signaling; Virulence, Disease and Defense"
Sulfatase family protein,- none -, , ,none,none
Putative membrane protein YeiH,- none -, , ,none,none
"Transcriptional regulator YeiE, LysR family",none, , ,RNA processing and modification,RNA Metabolism
"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",- none -, , ,none,none
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Putative anti-sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),- none -, , ,none,none
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
Translation elongation factor P,Modification of eukaryotic initiation factor 5A; <br>Translation elongation factors bacterial, , ,Protein biosynthesis; Protein processing and modification,Protein Metabolism
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129),- none -, , ,none,none
"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108) / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",CBSS-251221.1.peg.1863; <br>Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191),- none -, , ,none,none
"dNTP triphosphohydrolase, broad substrate specificity",- none -, , ,none,none
Response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,- none -, , ,none,none
Alanine dehydrogenase (EC 1.4.1.1),Pyruvate Alanine Serine Interconversions, , ,Central carbohydrate metabolism,Carbohydrates
"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)",- none -, , ,none,none
Recombination inhibitory protein MutS2,"DNA repair, bacterial MutL-MutS system", , ,DNA repair,DNA Metabolism
Uncharacterized protein YuxK,- none -, , ,none,none
Energy-dependent translational throttle protein EttA,- none -, , ,none,none
Uncharacterized protein Fjoh_2917,- none -, , ,none,none
DNA polymerase III delta subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Glycosyltransferase,- none -, , ,none,none
OmpA domain protein,- none -, , ,none,none
"YciO protein, TsaC/YrdC paralog",- none -, , ,none,none
ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
putative membrane protein,- none -, , ,none,none
Aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
COG2102: Predicted ATPases of PP-loop superfamily,- none -, , ,none,none
ATP-dependent DNA helicase RecG (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Signal transduction protein CetB, mediates an energy taxis response",- none -, , ,none,none
Methyl-accepting chemotaxis protein,- none -, , ,none,none
AhpC/TSA family protein,- none -, , ,none,none
"CzcABC family efflux RND transporter, membrane fusion protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, inner membrane transporter",none, , ,Membrane Transport - no subcategory,Membrane Transport
Agglutination protein,- none -, , ,none,none
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, NarL/FixJ family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Adenine phosphoribosyltransferase (EC 2.4.2.7),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Conjugative transposon protein TraN,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraM,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraK,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraJ,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraI,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraG,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraF,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Conjugative transposon protein TraE,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
3&#39;-phosphoadenosine 5&#39;-phosphosulfate sulfurtransferase DndC,DNA phosphorothioation, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA sulfur modification protein DndD,DNA phosphorothioation, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA sulfur modification protein DndB,DNA phosphorothioation, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA phosphorothioation-dependent restriction protein DptH / AAA-like domain,- none -, , ,none,none
DNA phosphorothioation-dependent restriction protein DptG,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"hypothetical protein clusted with conjugative transposons, BF0131","Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative conjugative transposon mobilization protein BF0132,"Conjugative transposon, Bacteroidales; Transposon", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Putative mobilization protein BF0133,"Conjugative transposon, Bacteroidales", , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Exodeoxyribonuclease VII small subunit (EC 3.1.11.6),"DNA repair, bacterial; <br>Purine salvage cluster", , ,DNA repair,DNA Metabolism
Exodeoxyribonuclease VII large subunit (EC 3.1.11.6),"DNA repair, bacterial; <br>Purine salvage cluster", , ,DNA repair,DNA Metabolism
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase, , ,DNA repair; DNA replication,DNA Metabolism
Single-stranded DNA-binding protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway", , ,DNA repair,DNA Metabolism
Mycobacteriophage Barnyard protein gp56,- none -, , ,none,none
UPF0758 family protein,- none -, , ,none,none
Putative DNA helicase,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
pathogenesis related protein,- none -, , ,none,none
Cassette chromosome recombinase B,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Glutamyl-tRNA reductase (EC 1.2.1.70),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Putative transmembrane protein,- none -, , ,none,none
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Glycine cleavage system H protein,Glycine and Serine Utilization; <br>Glycine cleavage system, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),Glycine Biosynthesis; <br>Glycine and Serine Utilization, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),Acetyl-CoA fermentation to Butyrate; <br>Biotin biosynthesis; <br>Butanol Biosynthesis; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Isoprenoid Biosynthesis; <br>Mevalonate Branch of Isoprenoid Biosynthesis, , ,Biotin; Branched-chain amino acids; Fatty acids; Fermentation; Isoprenoids,"Amino Acids and Derivatives; Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
DNA-damage-inducible protein D,- none -, , ,none,none
Phosphoenolpyruvate synthase (EC 2.7.9.2),"Glycolysis and Gluconeogenesis; <br>Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
FOG: PAS/PAC domain,- none -, , ,none,none
"transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
Small heat shock protein,none, , ,Heat shock,Stress Response
"Metallo-beta-lactamase family protein, RNA-specific",Ribonucleases in Bacillus, , ,RNA processing and modification,RNA Metabolism
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4); FUPA30 P-type ATPase",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Osmotically inducible protein Y precursor,- none -, , ,none,none
Osmotically inducible protein Y precursor,- none -, , ,none,none
Uncharacterized thioredoxin-like protein Runsl_0702,- none -, , ,none,none
FAD:protein FMN transferase (EC 2.7.1.180),- none -, , ,none,none
Lipoprotein Runsl_0700,- none -, , ,none,none
Uncharacterized protein Runsl_0699,- none -, , ,none,none
"Transcriptional regulator, AsnC family",none, , ,RNA processing and modification,RNA Metabolism
Sodium/bile acid symporter family,none, , ,Uni- Sym- and Antiporters,Membrane Transport
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
Glycoprotein gp2,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
beta-glucosidase (EC 3.2.1.21),- none -, , ,none,none
Glycosyl hydrolase,- none -, , ,none,none
Cassette chromosome recombinase B,- none -, , ,none,none
alpha-L-arabinofuranosidase (EC 3.2.1.55),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),- none -, , ,none,none
Nitrilotriacetate monooxygenase component A (EC 1.14.13.-),- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
Putative transmembrane protein,- none -, , ,none,none
TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Cold shock protein of CSP family,Phage shock, , ,Cold shock; Stress Response - no subcategory,Stress Response
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Putative oxidoreductase,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Short-chain dehydrogenase,- none -, , ,none,none
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Alkanal monooxygenase alpha chain (EC 1.14.14.3),- none -, , ,none,none
Arsenical resistance operon repressor,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family",- none -, , ,none,none
Arsenical-resistance protein ACR3,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Sucrose-6-phosphate hydrolase (EC 3.2.1.26),Sucrose utilization, , ,Di- and oligosaccharides,Carbohydrates
Sucrose phosphate synthase,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
FIG01219199: hypothetical protein,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
"Transcriptional regulator, LuxR family",none, , ,RNA processing and modification,RNA Metabolism
Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73),- none -, , ,none,none
RND multidrug efflux transporter; Acriflavin resistance protein,none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Membrane-fusion protein,- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, aldo/keto reductase family",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Hydrolase, alpha/beta fold family",- none -, , ,none,none
Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11),- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Autolysin sensor kinase (EC 2.7.3.-),- none -, , ,none,none
Autolysis response regulater LytR,- none -, , ,none,none
Putative large secreted protein SCO0341,- none -, , ,none,none
alpha-L-arabinofuranosidase (EC 3.2.1.55),- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),- none -, , ,none,none
putative solute:Na symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
"N-acetylglucosamine related transporter, NagX",none, , ,Aminosugars; Membrane Transport - no subcategory,Carbohydrates; Membrane Transport
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Inositol oxygenase (EC 1.13.99.1),Inositol catabolism, , ,Sugar alcohols,Carbohydrates
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Calcineurin-like phosphoesterase,- none -, , ,none,none
"glycoside hydrolase, family 28",- none -, , ,none,none
"Glycosyl hydrolase, family 88",- none -, , ,none,none
"Alpha-1,2-mannosidase",Mannose Metabolism, , ,Monosaccharides,Carbohydrates
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Alpha-N-acetylglucosaminidase (EC 3.2.1.50),Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
Rod shape-determining protein MreB,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1),- none -, , ,none,none
Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1),- none -, , ,none,none
Succinate dehydrogenase cytochrome b subunit,Cytochrome, , ,Respiration - no subcategory,Respiration
Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10),Isoprenoid Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Mevalonate Branch of Isoprenoid Biosynthesis, , ,Branched-chain amino acids; Isoprenoids,"Amino Acids and Derivatives; Fatty Acids, Lipids, and Isoprenoids"
"Acetyltransferase, GNAT family",- none -, , ,none,none
Regulatory protein RecX,"DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX", , ,DNA repair,DNA Metabolism
putative calcium-binding outer membrane-like protein,- none -, , ,none,none
putative calcium-binding outer membrane-like protein,- none -, , ,none,none
"internalin, putative",Listeria surface proteins: Internalin-like proteins, , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
Phage tail fiber protein,Phage tail fiber proteins, , ,"Phages, Prophages","Phages, Prophages, Transposable elements, Plasmids"
Two-component response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Sialic acid-specific 9-O-acetylesterase,- none -, , ,none,none
"Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)",Xylose utilization, , ,Monosaccharides,Carbohydrates
5&#39;-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),Adenosyl nucleosidases; <br>Adenosyl nucleosidases; <br>Methionine Biosynthesis; <br>Methionine Degradation, , ,"Lysine, threonine, methionine, and cysteine; Nucleosides and Nucleotides - no subcategory",Amino Acids and Derivatives; Nucleosides and Nucleotides
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Rhamnogalacturonides degradation protein RhiN,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"glycoside hydrolase, family 16",- none -, , ,none,none
Beta-glucanase,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
alpha-L-rhamnosidase (EC 3.2.1.40),- none -, , ,none,none
"Transcriptional regulator, HxlR family",none, , ,RNA processing and modification,RNA Metabolism
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"signal transduction histidine kinase, LytS",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Chromate transport protein ChrA,Resistance to chromium compounds; none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
"Membrane protein, distant similarity to thiosulphate:quinone oxidoreductase DoxD",- none -, , ,none,none
putative glycosyl hydrolase,- none -, , ,none,none
probable transmembrane protein,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Putative galactosidase,- none -, , ,none,none
"Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)",- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
GCN5-related N-acetyltransferase,- none -, , ,none,none
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Naringenin-chalcone synthase (EC 2.3.1.74),- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
NAD binding site,- none -, , ,none,none
conserved protein YqjF,- none -, , ,none,none
Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Putative dioxygenase,- none -, , ,none,none
Predicted transcriptional regulators,none, , ,RNA processing and modification,RNA Metabolism
Transcriptional activator RfaH,Transcription factors bacterial, , ,Transcription,RNA Metabolism
UDP-glucose 6-dehydrogenase (EC 1.1.1.22),- none -, , ,none,none
Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13),- none -, , ,none,none
"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)",- none -, , ,none,none
GDP-L-fucose synthetase (EC 1.1.1.271),- none -, , ,none,none
Mannosyltransferase,- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
Acetyltransferase,- none -, , ,none,none
UDP-glucose 4-epimerase (EC 5.1.3.2),Lactose and Galactose Uptake and Utilization; <br>N-linked Glycosylation in Bacteria; <br>Rhamnose containing glycans, , ,Capsular and extracellular polysacchrides; Di- and oligosaccharides; Protein processing and modification,Carbohydrates; Cell Wall and Capsule; Protein Metabolism
"Glycosyl transferase, family 2",- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-),- none -, , ,none,none
Tyrosine-protein kinase (EC 2.7.10.2),- none -, , ,none,none
Phosphoglucomutase (EC 5.4.2.2),- none -, , ,none,none
Capsular polysaccharide synthesis enzyme Cap8C; Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48),Capsular Polysaccharides Biosynthesis and Assembly, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
Metallopeptidase,Protein degradation, , ,Protein degradation,Protein Metabolism
globin,- none -, , ,none,none
Chitin binding protein,Chitin and N-acetylglucosamine utilization, , ,Aminosugars,Carbohydrates
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Endo-1,4-beta-xylanase (EC 3.2.1.8)",- none -, , ,none,none
"Xylan 1,4-beta-xylosidase (EC 3.2.1.37)",- none -, , ,none,none
"transcriptional regulator, GntR family protein",none, , ,RNA processing and modification,RNA Metabolism
Thiol:disulfide interchange protein,- none -, , ,none,none
UPF0225 protein YchJ,Broadly distributed proteins not in subsystems, , ,Miscellaneous - no subcategory,Miscellaneous
FIG024850: short form Mg-chelase associated protein with vWA domain,CBSS-336982.3.peg.1011, , ,none,none
"Magnesium chelatase, subunit ChlI (EC 6.6.1.1)",CBSS-336982.3.peg.1011, , ,none,none
SM-20-related protein,- none -, , ,none,none
"protein of unknown function DUF6, transmembrane",- none -, , ,none,none
NAD-specific glutamate dehydrogenase (EC 1.4.1.2),"Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase),- none -, , ,none,none
Regulatory protein SusR,- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Endo-alpha-mannosidase,Mannose Metabolism, , ,Monosaccharides,Carbohydrates
Maltodextrin glucosidase (EC 3.2.1.20),- none -, , ,none,none
G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27),- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Oxidoreductase,- none -, , ,none,none
putative membrane protein,- none -, , ,none,none
Outer membrane assembly protein,- none -, , ,none,none
