Function,Subsystem,NCBI GI,locus,System,Category
ATP synthase gamma chain (EC 3.6.3.14),F0F1-type ATP synthase, , ,ATP synthases,Respiration
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
Deoxyuridine 5&#39;-triphosphate nucleotidohydrolase (EC 3.6.1.23),Housecleaning nucleoside triphosphate pyrophosphatases; <br>Nudix proteins (nucleoside triphosphate hydrolases), , ,Detoxification,Nucleosides and Nucleotides
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Rhamnose containing glycans; <br>dTDP-rhamnose synthesis, , ,Capsular and extracellular polysacchrides,Cell Wall and Capsule
TPR domain protein,- none -, , ,none,none
Murein hydrolase activator EnvC,- none -, , ,none,none
putative lipoprotein,- none -, , ,none,none
Cytochrome c,Cytochrome, , ,Respiration - no subcategory,Respiration
"PQQ-dependent oxidoreductase, gdhB family",- none -, , ,none,none
Very-short-patch mismatch repair endonuclease (G-T specific),"DNA repair, bacterial; Nuclease", , ,DNA Metabolism - no subcategory; DNA repair; RNA processing and modification,DNA Metabolism; RNA Metabolism
Endonuclease,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
DEDDh 3&#39;-5&#39; exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase; Nuclease, , ,DNA Metabolism - no subcategory; DNA replication; RNA processing and modification,DNA Metabolism; RNA Metabolism
Thioredoxin,- none -, , ,none,none
probable membrane protein NMA1128,- none -, , ,none,none
N-acetylglucosaminyltransferase (EC 2.4.1.-),- none -, , ,none,none
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4),Nuclease, , ,DNA Metabolism - no subcategory,DNA Metabolism
Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,- none -, , ,none,none
N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9),- none -, , ,none,none
Histone acetyltransferase HPA2 and related acetyltransferases,- none -, , ,none,none
PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Lysophospholipase L1 and related esterases,- none -, , ,none,none
"Ferredoxin, 2Fe-2S",Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>Soluble cytochromes and functionally related electron carriers, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; Respiration - no subcategory",Amino Acids and Derivatives; Miscellaneous; Respiration
NifU-like domain protein,- none -, , ,none,none
Septum site-determining protein MinD,Bacterial cell division cluster; <br>Septum site-determining cluster Min, , ,none,none
Methylated-DNA-[protein]-cysteine S-methyltransferase,- none -, , ,none,none
tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Ammonium transporter,Ammonia assimilation; none, , ,Membrane Transport - no subcategory; Nitrogen Metabolism - no subcategory,Membrane Transport; Nitrogen Metabolism
Ribosome-associated inhibitor A,- none -, , ,none,none
Prolyl endopeptidase (EC 3.4.21.26),Protein degradation; Serine endopeptidase (EC 3.4.21.-), , ,Protein degradation,Protein Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Large-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) / Alanine racemase (EC 5.1.1.1),Alanine biosynthesis; <br>Pyruvate Alanine Serine Interconversions, , ,"Alanine, serine, and glycine; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
Mannonate dehydratase (EC 4.2.1.8),D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
D-mannonate oxidoreductase (EC 1.1.1.57),D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
"Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",L-Arabinose utilization, , ,Monosaccharides,Carbohydrates
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
"Transcriptional regulator of fucose utilization, GntR family",none, , ,RNA processing and modification,RNA Metabolism
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Tyrosyl-tRNA synthetase (EC 6.1.1.1),"tRNA aminoacylation, Tyr", , ,Protein biosynthesis,Protein Metabolism
3-beta hydroxysteroid dehydrogenase/isomerase family protein,- none -, , ,none,none
Dihydroorotase (EC 3.5.2.3),- none -, , ,none,none
Dolichol-phosphate mannosyltransferase,- none -, , ,none,none
Uroporphyrinogen-III synthase (EC 4.2.1.75),Heme and Siroheme Biosynthesis, , ,Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Putative membrane protease YugP,Protein degradation, , ,Protein degradation,Protein Metabolism
Leucyl-tRNA synthetase (EC 6.1.1.4),"tRNA aminoacylation, Leu", , ,Protein biosynthesis,Protein Metabolism
DNA-binding domain of ModE / Molybdate-binding domain of ModE,- none -, , ,none,none
"Molybdenum ABC transporter, substrate-binding protein ModA",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Molybdenum ABC transporter permease protein ModB,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Molybdenum ABC transporter ATP-binding protein ModC,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Cell-division-associated, ABC-transporter-like signaling protein FtsX",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Undecaprenyl-diphosphatase (EC 3.6.1.27),- none -, , ,none,none
tRNA pseudouridine(55) synthase (EC 5.4.99.25),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
Uridylate kinase (EC 2.7.4.22),- none -, , ,none,none
Ribosome recycling factor,Ribosome recycling related cluster; <br>Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Cation/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
"Putative two-component system sensor protein, no kinase domain",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Exporter protein, RND family",- none -, , ,none,none
Cation/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,Potassium homeostasis, , ,Potassium metabolism - no subcategory,Potassium metabolism
Asparaginyl-tRNA synthetase (EC 6.1.1.22),"tRNA aminoacylation, Asp and Asn", , ,Protein biosynthesis,Protein Metabolism
RNA polymerase sigma-54 factor RpoN,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
possible outer membrane protein,- none -, , ,none,none
Carboxyl-terminal protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Thymidine kinase (EC 2.7.1.21),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
16S rRNA (cytidine(1402)-2&#39;-O)-methyltransferase (EC 2.1.1.198),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Type III effector HopPmaJ,- none -, , ,none,none
Single-stranded-DNA-specific exonuclease RecJ,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Lipopolysaccharide core heptosyltransferase III,- none -, , ,none,none
"UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)",- none -, , ,none,none
"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)",- none -, , ,none,none
Methylglutaconyl-CoA hydratase (EC 4.2.1.18),Leucine Degradation and HMG-CoA Metabolism, , ,Branched-chain amino acids,Amino Acids and Derivatives
Monofunctional biosynthetic peptidoglycan transglycosylase,- none -, , ,none,none
Prolyl oligopeptidase family protein,Protein degradation, , ,Protein degradation,Protein Metabolism
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Transcriptional regulatory protein zraR,none, , ,RNA processing and modification,RNA Metabolism
Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
Biotin carboxyl carrier protein of acetyl-CoA carboxylase,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)",- none -, , ,none,none
"LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent",Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"FIG01269488: protein, clustered with ribosomal protein L32p",Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262),ECSIG4-SIG7; <br>Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9),"Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD", , ,"Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lactoylglutathione lyase and related lyases,- none -, , ,none,none
Putative hydrolase,- none -, , ,none,none
Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1),- none -, , ,none,none
Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1),- none -, , ,none,none
Succinate dehydrogenase cytochrome b subunit,Cytochrome, , ,Respiration - no subcategory,Respiration
Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10),Isoprenoid Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Mevalonate Branch of Isoprenoid Biosynthesis, , ,Branched-chain amino acids; Isoprenoids,"Amino Acids and Derivatives; Fatty Acids, Lipids, and Isoprenoids"
Xaa-Pro aminopeptidase (EC 3.4.11.9),Aminopeptidases; Aminopeptidases (EC 3.4.11.-); Protein degradation, , ,Protein degradation,Protein Metabolism
Bacterial non-heme ferritin (EC 1.16.3.2),- none -, , ,none,none
"Hydrolase, alpha/beta fold family",- none -, , ,none,none
OmpA,- none -, , ,none,none
ATP-dependent helicase,- none -, , ,none,none
Ribosome-binding factor A,CBSS-138119.3.peg.2719; <br>NusA-TFII Cluster; <br>Translation initiation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Lipoprotein releasing system transmembrane protein LolC/LolE,Lipoprotein-releasing system, , ,ABC transporters,Membrane Transport
tRNA-dihydrouridine synthase DusB,- none -, , ,none,none
Domain often clustered or fused with uracil-DNA glycosylase,- none -, , ,none,none
Biotin synthase related domain containing protein,- none -, , ,none,none
Translation elongation factor LepA,Translation elongation factors bacterial, , ,Protein biosynthesis,Protein Metabolism
"Transcriptional regulator, YafY family",none, , ,RNA processing and modification,RNA Metabolism
Thiamine-monophosphate kinase (EC 2.7.4.16),5-FCL-like protein; <br>Riboflavin synthesis cluster; <br>Thiamin biosynthesis, , ,"Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory; Folate and pterines","Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Regulatory protein, LuxR:Response regulator receiver",Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional regulator, LytTR family",none, , ,RNA processing and modification,RNA Metabolism
Glycyl-tRNA synthetase (EC 6.1.1.14),"Glycyl-tRNA synthetase containing cluster; <br>tRNA aminoacylation, Gly", , ,Protein biosynthesis,Protein Metabolism
"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",Biotin biosynthesis Experimental, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Superoxide dismutase [Mn] (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
Amidophosphoribosyltransferase (EC 2.4.2.14),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Ribokinase (EC 2.7.1.15),D-ribose utilization; <br>Deoxyribose and Deoxynucleoside Catabolism, , ,Monosaccharides,Carbohydrates
Ribonuclease HI (EC 3.1.26.4),Ribonuclease H, , ,RNA processing and modification,RNA Metabolism
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2),5-FCL-like protein; <br>De Novo Purine Biosynthesis, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Acyl carrier protein,Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",- none -, , ,none,none
Ribonuclease III (EC 3.1.26.3),"CBSS-176299.4.peg.1292; <br>RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
Pyruvate kinase (EC 2.7.1.40),"Pyruvate metabolism I: anaplerotic reactions, PEP", , ,Central carbohydrate metabolism,Carbohydrates
DNA polymerase IV (EC 2.7.7.7),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Septum-associated rare lipoprotein A,- none -, , ,none,none
Uncharacterized protein Fjoh_0737,- none -, , ,none,none
Glucose-6-phosphate isomerase (EC 5.3.1.9),- none -, , ,none,none
"Peptidase, M23/M37 family",Protein degradation, , ,Protein degradation,Protein Metabolism
"Tryptophan 2,3-dioxygenase (EC 1.13.11.11)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
ATP-dependent exoDNAse (exonuclease V) alpha subunit - helicase superfamily I member,DNA helicase; Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
putative patatin-like phospholipase,- none -, , ,none,none
Excinuclease ABC subunit C,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),5-FCL-like protein; <br>Folate Biosynthesis; <br>One-carbon metabolism by tetrahydropterines, , ,Folate and pterines; One-carbon Metabolism,"Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lipoprotein signal peptidase (EC 3.4.23.36),Protein degradation; Signal peptidase, , ,Protein degradation; Protein processing and modification,Protein Metabolism
"DnaK suppressor protein, putative",- none -, , ,none,none
Isoleucyl-tRNA synthetase (EC 6.1.1.5),"tRNA aminoacylation, Ile", , ,Protein biosynthesis,Protein Metabolism
DNA recombination and repair protein RecO,"CBSS-176299.4.peg.1292; <br>DNA repair, bacterial RecFOR pathway; <br>Glycyl-tRNA synthetase containing cluster", , ,DNA repair,DNA Metabolism
NADP-specific glutamate dehydrogenase (EC 1.4.1.4),"Glutamate dehydrogenases; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Proline Synthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Proline and 4-hydroxyproline; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives
UPF0701 protein YicC,- none -, , ,none,none
Guanylate kinase (EC 2.7.4.8),Purine conversions, , ,Purines,Nucleosides and Nucleotides
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Regulatory protein CysB,- none -, , ,none,none
Intracellular protease,Protein degradation, , ,Protein degradation,Protein Metabolism
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-),Butanol Biosynthesis, , ,Fermentation,Carbohydrates
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
FIG00907129: hypothetical protein,- none -, , ,none,none
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),"tRNA aminoacylation, Phe", , ,Protein biosynthesis,Protein Metabolism
FIG00653041: hypothetical protein,- none -, , ,none,none
Aerotolerance protein BatE,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatD,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatC,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatB,Aerotolerance, , ,Oxidative stress,Stress Response
Aerotolerance protein BatA,Aerotolerance, , ,Oxidative stress,Stress Response
FIG00936810: hypothetical protein,- none -, , ,none,none
hypothetical protein PA3071,Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms, , ,none,none
MoxR-like ATPase in aerotolerance operon,Aerotolerance; Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms, , ,Oxidative stress,Stress Response
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Serine/threonine protein phosphatase (EC 3.1.3.16),- none -, , ,none,none
Aldehyde dehydrogenase B (EC 1.2.1.22),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)",NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13),<br>Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids; Metallocarboxypeptidases (EC 3.4.17.-); Protein degradation, , ,Cell Wall and Capsule - no subcategory; Protein degradation,Cell Wall and Capsule; Protein Metabolism
UPF0102 protein YraN,- none -, , ,none,none
Transcription-repair coupling factor,Transcription factors bacterial, , ,Transcription,RNA Metabolism
Short-chain dehydrogenase/reductase SDR?,- none -, , ,none,none
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Protease precursor,Protein degradation, , ,Protein degradation,Protein Metabolism
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Ribosome LSU-associated GTP-binding protein HflX,- none -, , ,none,none
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
Rhamnogalacturonan endolyase (EC 4.2.2.23),- none -, , ,none,none
Transposase and inactivated derivatives,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Class A beta-lactamase (EC 3.5.2.6),- none -, , ,none,none
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch; <br>Methionine Biosynthesis; <br>Threonine and Homoserine Biosynthesis; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Homoserine O-acetyltransferase (EC 2.3.1.31),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),Methionine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Arylsulfatase (EC 3.1.6.1),Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family",none, , ,RNA processing and modification; Transcription,RNA Metabolism
Beta-propeller domains of methanol dehydrogenase type,- none -, , ,none,none
FIG014338: Hypothetical protein,- none -, , ,none,none
LemA family protein,- none -, , ,none,none
"Transcriptional regulator, MerR family",none, , ,RNA processing and modification; Resistance to antibiotics and toxic compounds,"RNA Metabolism; Virulence, Disease and Defense"
"Peptidase, family M23 (EC 3.4.24.-)",CBSS-226186.1.peg.3994; Protein degradation, , ,Protein degradation,Protein Metabolism
Alanyl-tRNA synthetase (EC 6.1.1.7),"CBSS-226186.1.peg.3994; <br>tRNA aminoacylation, Ala", , ,Protein biosynthesis,Protein Metabolism
Truncated hemoglobins,- none -, , ,none,none
Threonine dehydratase biosynthetic (EC 4.3.1.19),Branched-Chain Amino Acid Biosynthesis, , ,Branched-chain amino acids,Amino Acids and Derivatives
putative lipoprotein,- none -, , ,none,none
Uncharacterized protein Fjoh_1910,- none -, , ,none,none
"pyridoxal phosphate-dependent deaminase, putative",- none -, , ,none,none
Hemagglutinin,- none -, , ,none,none
"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",- none -, , ,none,none
Repair of Iron Centers di-iron protein,- none -, , ,none,none
Nitrate/nitrite transporter NarK/U 1,none, , ,Membrane Transport - no subcategory,Membrane Transport
Uncharacterized MFS-type transporter,none, , ,Membrane Transport - no subcategory,Membrane Transport
Assimilatory nitrate reductase large subunit (EC 1.7.99.4),- none -, , ,none,none
"Quad-[4Fe-4S] ferredoxin, HycB/HydN/HyfA family",- none -, , ,none,none
Rieske (2Fe-2S) domain protein,- none -, , ,none,none
D-lactate dehydrogenase (EC 1.1.1.28),Fermentations: Lactate, , ,Fermentation,Carbohydrates
Predicted membrane protein,- none -, , ,none,none
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),"tRNA aminoacylation, Lys", , ,Protein biosynthesis,Protein Metabolism
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181),- none -, , ,none,none
Ribonuclease HII (EC 3.1.26.4),Ribonuclease H; <br>Ribonucleases in Bacillus, , ,RNA processing and modification,RNA Metabolism
Probable DNA polymerase III epsilon chain,DNA polymerase, , ,DNA replication,DNA Metabolism
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",- none -, , ,none,none
SSU ribosomal protein S21p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
Site-specific tyrosine recombinase XerC,- none -, , ,none,none
Ribosome hibernation promoting factor Hpf,- none -, , ,none,none
Translation elongation factor Tu,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Protein translocase subunit SecE,Protein transport, , ,Protein transport,Membrane Transport
Transcription antitermination protein NusG,Transcription factors bacterial, , ,Transcription,RNA Metabolism
LSU ribosomal protein L11p (L12e),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L1p (L10Ae),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L10p (P0),Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
LSU ribosomal protein L7p/L12p (P1/P2),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
DNA-directed RNA polymerase beta&#39; subunit (EC 2.7.7.6),Mycobacterium virulence operon involved in DNA transcription; <br>RNA polymerase bacterial, , ,Invasion and intracellular resistance; Transcription,"RNA Metabolism; Virulence, Disease and Defense"
Uncharacterized protein TTC1240,- none -, , ,none,none
Peptide chain release factor 3,Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8),- none -, , ,none,none
MoxR protein,- none -, , ,none,none
Aconitate hydratase 2 (EC 4.2.1.3),- none -, , ,none,none
Aconitate hydratase (EC 4.2.1.3),- none -, , ,none,none
LysM-repeat proteins and domains,- none -, , ,none,none
Serine protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Diaminopimelate epimerase (EC 5.1.1.7),"Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Acetyltransferase,- none -, , ,none,none
Murein endolytic transglycosylase MltG,- none -, , ,none,none
LysM domain protein,- none -, , ,none,none
"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",- none -, , ,none,none
"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",- none -, , ,none,none
"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Cell division protein, , ,Cell Division and Cell Cycle - no subcategory,Cell Division and Cell Cycle
Uridine kinase (EC 2.7.1.48),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
"2,4-dienoyl-CoA reductase, mitochondrial precursor (EC 1.3.1.34)",- none -, , ,none,none
Na+/H+ antiporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
