Function,Subsystem,NCBI GI,locus,System,Category
"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)","Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments"
Anthranilate phosphoribosyltransferase (EC 2.4.2.18),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Indole-3-glycerol phosphate synthase (EC 4.1.1.48),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Phosphoribosylanthranilate isomerase (EC 5.3.1.24),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Pterin synthesis related cluster; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Folate and pterines; Plant Hormones,"Amino Acids and Derivatives; Cofactors, Vitamins, Prosthetic Groups, Pigments; Secondary Metabolism"
Tryptophan synthase beta chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
Tryptophan synthase alpha chain (EC 4.2.1.20),"Auxin biosynthesis; <br>Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Tryptophan synthesis", , ,Aromatic amino acids and derivatives; Plant Hormones,Amino Acids and Derivatives; Secondary Metabolism
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,- none -, , ,none,none
"Peptidase, S41 family",Protein degradation, , ,Protein degradation,Protein Metabolism
"Nitrate ABC transporter, substrate-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Nitrate ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Nitrate ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"Nitrate ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Lipase/acylhydrolase domain protein,- none -, , ,none,none
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Probable transmembrane protein,- none -, , ,none,none
"Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein",Cytochrome, , ,Respiration - no subcategory,Respiration
cytochrome cbb3 oxidase maturation protein CcoH,Cytochrome, , ,Respiration - no subcategory,Respiration
"Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation",Biogenesis of cbb3-type cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1),Cytochrome, , ,Respiration - no subcategory,Respiration
"Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion",Biogenesis of cbb3-type cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4),Biogenesis of cbb3-type cytochrome c oxidases; <br>Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds; Respiration - no subcategory,"Membrane Transport; Respiration; Virulence, Disease and Defense"
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
DNA-methyltransferase,- none -, , ,none,none
"Prevent host death protein, Phd antitoxin","Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems", , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
"Death on curing protein, Doc toxin","Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems", , ,Programmed Cell Death and Toxin-antitoxin Systems,Regulation and Cell signaling
"Unknown pentose utilization regulator, DeoR family",- none -, , ,none,none
Unknown pentose isomerase TM0951,- none -, , ,none,none
"Transketolase, N-terminal section (EC 2.2.1.1)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
"Transketolase, C-terminal section (EC 2.2.1.1)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
"ABC transporter, substrate-binding protein TM_0958",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, dimeric ATP-binding protein TM_0956",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"ABC transporter, permease protein TM_0955",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Glycerol kinase (EC 2.7.1.30),Glycerol and Glycerol-3-phosphate Uptake and Utilization, , ,Sugar alcohols,Carbohydrates
alpha/beta hydrolase fold,- none -, , ,none,none
Transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8),Nucleoside triphosphate pyrophosphohydrolase MazG, , ,Detoxification,Nucleosides and Nucleotides
Peptide deformylase (EC 3.5.1.88),Translation termination factors bacterial, , ,Protein biosynthesis,Protein Metabolism
putative membrane protein,- none -, , ,none,none
Malate:quinone oxidoreductase (EC 1.1.5.4),- none -, , ,none,none
Putative pre-16S rRNA nuclease YqgF,Nuclease, , ,RNA processing and modification,RNA Metabolism
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)","Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch", , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Putative two-domain glycosyltransferase,- none -, , ,none,none
Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),- none -, , ,none,none
CCA tRNA nucleotidyltransferase (EC 2.7.7.72),"RNA processing and degradation, bacterial", , ,RNA processing and modification,RNA Metabolism
"Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",Biogenesis of cytochrome c oxidases, , ,Respiration - no subcategory,Respiration
CDP-alcohol phosphatidyltransferase,- none -, , ,none,none
PPO candidate 1,- none -, , ,none,none
FIG01019782: hypothetical protein,- none -, , ,none,none
Galactoside O-acetyltransferase (EC 2.3.1.18),- none -, , ,none,none
Uncharacterized protein YaeR with similarity to glyoxylase family,- none -, , ,none,none
Chloride channel protein,- none -, , ,none,none
"Membrane protein, HPP family",- none -, , ,none,none
Lmo0572 protein,- none -, , ,none,none
"Metal-dependent phosphohydrolase, HD subdomain",- none -, , ,none,none
Surface antigen (D15) precursor,- none -, , ,none,none
response regulator,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
GTP-binding protein TypA/BipA,- none -, , ,none,none
Two-component system sensor histidine kinase/response regulator hybrid,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
plectin 1 isoform 8,- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
alpha-L-fucosidase (EC 3.2.1.51),- none -, , ,none,none
"L-fucose mutarotase, type 2 (EC 5.1.3.29)",- none -, , ,none,none
DNA polymerase III delta prime subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Acyl-CoA hydrolase (EC 3.1.2.20),- none -, , ,none,none
"Protein of unknown function DUF86, BT0167 group",- none -, , ,none,none
RecA protein,"DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway; <br>DNA repair system including RecA, MutS and a hypothetical protein; <br>RecA and RecX", , ,DNA repair,DNA Metabolism
Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),- none -, , ,none,none
Tryptophanyl-tRNA synthetase (EC 6.1.1.2),"tRNA aminoacylation, Trp", , ,Protein biosynthesis,Protein Metabolism
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,CBSS-272943.3.peg.1367, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
NADH-dependent dehydrogenase,- none -, , ,none,none
alpha-L-rhamnosidase (EC 3.2.1.40),- none -, , ,none,none
Beta-galactosidase,- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
putative secreted protein,- none -, , ,none,none
Sialic acid-specific 9-O-acetylesterase,- none -, , ,none,none
Pectate lyase (EC 4.2.2.2),- none -, , ,none,none
Putative glycosyl hydrolase of unknown function (DUF1680),- none -, , ,none,none
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
Pectate lyase (EC 4.2.2.2),- none -, , ,none,none
Pectate lyase (EC 4.2.2.2),- none -, , ,none,none
Polygalacturonase (EC 3.2.1.15),D-Galacturonate and D-Glucuronate Utilization, , ,Monosaccharides,Carbohydrates
Arabinosidase,- none -, , ,none,none
alpha-rhamnosidase,- none -, , ,none,none
conserved hypothetical protein-putative secreted protein,- none -, , ,none,none
Putative large secreted protein SCO0341,- none -, , ,none,none
alpha-L-rhamnosidase (EC 3.2.1.40),- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
beta-galactosidase (EC 3.2.1.23),- none -, , ,none,none
Uncharacterized protease YdcP,Protein degradation, , ,Protein degradation,Protein Metabolism
Lycopene beta-cyclase (EC 5.5.1.19),- none -, , ,none,none
TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Manganese transport protein MntH,none, , ,Membrane Transport - no subcategory,Membrane Transport
Mn-dependent transcriptional regulator MntR,none, , ,RNA processing and modification,RNA Metabolism
Ferrous iron transporter FeoB,none, , ,Membrane Transport - no subcategory,Membrane Transport
Ferrous iron transporter-associated protein FeoA,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",Cytochrome, , ,Respiration - no subcategory,Respiration
Permease of the drug/metabolite transporter (DMT) superfamily,none, , ,Membrane Transport - no subcategory,Membrane Transport
Nucleoside-diphosphate-sugar epimerases,- none -, , ,none,none
Integral membrane protein TerC,- none -, , ,none,none
"Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)","Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine synthetases", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
"Glutamine synthetase type III, GlnN (EC 6.3.1.2)","Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine synthetases", , ,"Glutamine, glutamate, aspartate, asparagine; Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),De Novo Purine Biosynthesis, , ,Purines,Nucleosides and Nucleotides
Circadian input kinase A,- none -, , ,none,none
"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",Copper Transport System; <br>Copper homeostasis, , ,Cation transporters; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
GldI,- none -, , ,none,none
"3&#39;-to-5&#39; oligoribonuclease A, Bacillus type",Nuclease, , ,RNA processing and modification,RNA Metabolism
EriC-type fluoride/proton exchange protein,- none -, , ,none,none
"RidA/YER057c/UK114 superfamily, group 6",- none -, , ,none,none
"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",GMP synthase; <br>GMP synthase; <br>Purine conversions; <br>Purine conversions; <br>Purine salvage cluster; <br>Purine salvage cluster, , ,Purines,Nucleosides and Nucleotides
LysM-repeat proteins and domains,- none -, , ,none,none
Uncharacterized protein YpeB,- none -, , ,none,none
CTP synthase (EC 6.3.4.2),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
"Inner membrane protein translocase and chaperone YidC, long form",Protein transport, , ,Protein transport,Membrane Transport
tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),RNA methylation, , ,RNA processing and modification,RNA Metabolism
Subtilisin-like serine proteases,Protein degradation, , ,Protein degradation,Protein Metabolism
"putative oxidoreductase, nitronate monooxygenase family",- none -, , ,none,none
Uncharacterized Nudix hydrolase NudL,- none -, , ,none,none
FIG00431159: hypothetical protein,- none -, , ,none,none
Cytosol nonspecific dipeptidase (EC 3.4.13.18),Dipeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",- none -, , ,none,none
Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),"Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Glutamine, glutamate, aspartate, asparagine; Nitrogen Metabolism - no subcategory; ammonia assimilation",Amino Acids and Derivatives; Nitrogen Metabolism
Maebl,- none -, , ,none,none
blr0920; hypothetical protein,- none -, , ,none,none
putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),Glycine Biosynthesis; <br>Glycine and Serine Utilization, , ,"Alanine, serine, and glycine",Amino Acids and Derivatives
TPR/glycosyl transferase domain protein,- none -, , ,none,none
Polysaccharide biosynthesis protein,Polysaccharide biosynthesis, , ,Polysaccharides,Carbohydrates
Excinuclease ABC subunit A paralog in greater Bacteroides group,"DNA repair, UvrABC system", , ,DNA repair,DNA Metabolism
RNA polymerase ECF-type sigma factor,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Endonuclease III (EC 4.2.99.18),Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",Thioredoxin-disulfide reductase, , ,Sulfur Metabolism - no subcategory,Sulfur Metabolism
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Autolysin sensor kinase,- none -, , ,none,none
Nicotinamide mononucleotide adenylyltransferase,- none -, , ,none,none
Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein,Beta-lactamase, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
Branched-chain amino acid aminotransferase (EC 2.6.1.42),Alanine biosynthesis; <br>Branched-Chain Amino Acid Biosynthesis; <br>Isoleucine degradation; <br>Leucine Biosynthesis; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Pyruvate Alanine Serine Interconversions; <br>Valine degradation, , ,"Alanine, serine, and glycine; Branched-chain amino acids; Central carbohydrate metabolism",Amino Acids and Derivatives; Carbohydrates
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),RNA methylation; <br>mnm5U34 biosynthesis bacteria, , ,RNA processing and modification,RNA Metabolism
Uncharacterized protein Celly_2507,- none -, , ,none,none
Uncharacterized protein Celly_2507,- none -, , ,none,none
Hydrogen peroxide-inducible genes activator => OxyR,- none -, , ,none,none
Na(+)-dependent bicarbonate transporter BicA,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1),Oxidative stress, , ,Oxidative stress,Stress Response
Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8),- none -, , ,none,none
3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16),- none -, , ,none,none
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
3-hydroxyacyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.1.1.35) / Enoyl-CoA hydratase [fadN-fadA-fadE operon] (EC 4.2.1.17),- none -, , ,none,none
"Transcriptional regulator, MarR family",none, , ,RNA processing and modification,RNA Metabolism
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),Biotin biosynthesis, , ,Biotin,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Catalase-peroxidase KatG (EC 1.11.1.21),- none -, , ,none,none
"Carbonic anhydrase, beta class (EC 4.2.1.1)",- none -, , ,none,none
Bis-ABC ATPase Uup,- none -, , ,none,none
Gll0560 protein,- none -, , ,none,none
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168),Dehydrogenase complexes; <br>Isoleucine degradation; <br>Leucine Degradation and HMG-CoA Metabolism; <br>Valine degradation, , ,Branched-chain amino acids; Central carbohydrate metabolism,Amino Acids and Derivatives; Carbohydrates
DNA Pol III Epsilon Chain,- none -, , ,none,none
Fumarylacetoacetate hydrolase family protein,Gentisate degradation; <br>Pterin carbinolamine dehydratase; <br>Salicylate and gentisate catabolism, , ,Folate and pterines; Metabolism of Aromatic Compounds - no subcategory; Metabolism of central aromatic intermediates,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Metabolism of Aromatic Compounds"
ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42),- none -, , ,none,none
"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent",<br>Ribosome LSU bacterial; Ribosome LSU bacterial; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
"Uncharacterized protein Fjoh_4981, DUF4295-containing",- none -, , ,none,none
Signal recognition particle receptor FtsY,- none -, , ,none,none
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",DNA replication cluster 1, , ,none,none
Nucleoside diphosphate kinase (EC 2.7.4.6),Purine conversions; <br>pyrimidine conversions, , ,Purines; Pyrimidines,Nucleosides and Nucleotides
Glucosaminyl-malate:cysteine ligase,- none -, , ,none,none
Uncharacterized MFS-type transporter YhjE,none, , ,Membrane Transport - no subcategory,Membrane Transport
FIG00653582: hypothetical protein,- none -, , ,none,none
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4),Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
putative hemin receptor,- none -, , ,none,none
Vitellogenin II precursor,- none -, , ,none,none
"Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type","tRNA aminoacylation, Pro", , ,Protein biosynthesis,Protein Metabolism
SSU ribosomal protein S20p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
HlyB/MsbA family ABC transporter,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"Multidrug efflux protein, outer membrane component",- none -, , ,none,none
"DNA repair and recombination protein, putative helicase",DNA helicase; none, , ,DNA Metabolism - no subcategory; DNA repair,DNA Metabolism
Site-specific tyrosine recombinase,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
Uncharacterized UPF0118 membrane protein,- none -, , ,none,none
tRNA/rRNA methyltransferase,RNA methylation, , ,RNA processing and modification,RNA Metabolism
16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),RNA methylation, , ,RNA processing and modification,RNA Metabolism
N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),- none -, , ,none,none
6-phosphofructokinase (EC 2.7.1.11),- none -, , ,none,none
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),Pyridoxin (Vitamin B6) Biosynthesis, , ,Pyridoxine,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Methylglyoxal synthase (EC 4.2.3.3),Methylglyoxal Metabolism, , ,Central carbohydrate metabolism,Carbohydrates
RidA/YER057c/UK114 superfamily protein,- none -, , ,none,none
LPS-assembly protein LptD @ Organic solvent tolerance protein precursor,ECSIG4-SIG7; Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
"ABC transporter, substrate-binding protein (cluster 9, phospholipid)",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Iron-sulphur-binding reductase,- none -, , ,none,none
Iron-sulphur-binding reductase,- none -, , ,none,none
Isochorismatase (EC 3.3.2.1),"Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.", , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
beta-glycosyl hydrolase / Uncharacterized esterase,- none -, , ,none,none
UDP-N-acetylglucosamine:L-malate glycosyltransferase,- none -, , ,none,none
"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog",- none -, , ,none,none
Chorismate synthase (EC 4.2.3.5),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate), , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Proton/glutamate symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
ATP-dependent RNA helicase RhlE (EC 3.6.4.13),RNA helicase, , ,RNA Metabolism - no subcategory,RNA Metabolism
Formiminoglutamase (EC 3.5.3.8),- none -, , ,none,none
thioesterase superfamily protein,- none -, , ,none,none
RND multidrug efflux transporter; Acriflavin resistance protein,none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
outer membrane efflux protein,- none -, , ,none,none
"Transcriptional regulator, AcrR family",none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, Crp/Fnr family",none, , ,Oxidative stress; RNA processing and modification,RNA Metabolism; Stress Response
"Efflux transport system, outer membrane factor (OMF) lipoprotein",none, , ,Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
RND multidrug efflux transporter; Acriflavin resistance protein,none, , ,Membrane Transport - no subcategory; Resistance to antibiotics and toxic compounds,"Membrane Transport; Virulence, Disease and Defense"
Uncharacterized membrane protein RSP_0589,- none -, , ,none,none
5&#39;-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),Adenosyl nucleosidases; <br>Adenosyl nucleosidases; <br>Methionine Biosynthesis; <br>Methionine Degradation, , ,"Lysine, threonine, methionine, and cysteine; Nucleosides and Nucleotides - no subcategory",Amino Acids and Derivatives; Nucleosides and Nucleotides
GTP cyclohydrolase I (EC 3.5.4.16) type 1,Folate Biosynthesis; <br>Folate biosynthesis cluster; <br>Pterin metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
RNA polymerase sigma factor RpoE,"Transcription initiation, bacterial sigma factors", , ,Transcription,RNA Metabolism
Putative transmembrane protein,- none -, , ,none,none
Tetracycline resistance element mobilization regulatory protein RteC,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
"Amine oxidase, flavin-containing",- none -, , ,none,none
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
"Oxidoreductase, short-chain dehydrogenase/reductase family",- none -, , ,none,none
Zinc-binding GTPase YciC,- none -, , ,none,none
6-pyruvoyl tetrahydrobiopterin synthase (EC 4.2.3.12),Pterin metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
GTP cyclohydrolase I (EC 3.5.4.16) type 1,Folate Biosynthesis; <br>Folate biosynthesis cluster; <br>Pterin metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19),Histidine Biosynthesis, , ,Histidine Metabolism,Amino Acids and Derivatives
Deoxycytidine triphosphate deaminase (EC 3.5.4.13),pyrimidine conversions, , ,Pyrimidines,Nucleosides and Nucleotides
Threonyl-tRNA synthetase (EC 6.1.1.3),"tRNA aminoacylation, Thr", , ,Protein biosynthesis,Protein Metabolism
Molybdopterin adenylyltransferase (EC 2.7.7.75),- none -, , ,none,none
"Metal chaperone, involved in Zn homeostasis",- none -, , ,none,none
Zinc uptake regulation protein Zur,- none -, , ,none,none
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Transposase,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,- none -, , ,none,none
