Function,Subsystem,NCBI GI,locus,System,Category
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),DNA replication cluster 1; none, , ,Heat shock,Stress Response
FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8),Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis, , ,Potassium metabolism - no subcategory; Protein folding,Potassium metabolism; Protein Metabolism
"Transketolase, C-terminal section (EC 2.2.1.1)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
"Transketolase, N-terminal section (EC 2.2.1.1)",Pentose phosphate pathway, , ,Central carbohydrate metabolism,Carbohydrates
Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79),- none -, , ,none,none
Queuine tRNA-ribosyltransferase (EC 2.4.2.29),- none -, , ,none,none
Lipopolysaccharide export system permease protein LptG,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2),Fatty Acid Biosynthesis FASII; <br>Pterin synthesis related cluster, , ,Fatty acids; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Fatty Acids, Lipids, and Isoprenoids"
Replicative DNA helicase (DnaB) (EC 3.6.4.12),DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Sensory box histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
sigma-54-dependent transcriptional regulator,none, , ,RNA processing and modification,RNA Metabolism
"Transcriptional regulator, AraC family",none, , ,RNA processing and modification,RNA Metabolism
Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
Cyanophycinase (EC 3.4.15.6),Cyanophycin Metabolism, , ,"Arginine; urea cycle, polyamines",Amino Acids and Derivatives
Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase,<br>Protein degradation; Aminopeptidases; Omega peptidases (EC 3.4.19.-); Protein degradation, , ,Protein degradation,Protein Metabolism
"Uncharacterized amino acid permease, GabP family",- none -, , ,none,none
23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181),RNA methylation, , ,RNA processing and modification,RNA Metabolism
LSU ribosomal protein L20p,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins), , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
LSU ribosomal protein L35p,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins), , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
Translation initiation factor 3,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Translation initiation factors bacterial, , ,Invasion and intracellular resistance; Protein biosynthesis,"Protein Metabolism; Virulence, Disease and Defense"
Threonyl-tRNA synthetase (EC 6.1.1.3),"tRNA aminoacylation, Thr", , ,Protein biosynthesis,Protein Metabolism
RNA methyltransferase DR1017,RNA methylation, , ,RNA processing and modification,RNA Metabolism
"Secreted enzyme, contains two amidohydrolase related domains",- none -, , ,none,none
FIG022979: MoxR-like ATPases,- none -, , ,none,none
FIG00552023: hypothetical protein,- none -, , ,none,none
Aminotransferase,- none -, , ,none,none
Galactoside O-acetyltransferase,- none -, , ,none,none
"Glycosyl transferase, group 1",- none -, , ,none,none
"Beta-1,3-glucosyltransferase",- none -, , ,none,none
putative glucose transferase,- none -, , ,none,none
"Glycosyl transferase, family 2",- none -, , ,none,none
"Cell-division-associated, ABC-transporter-like signaling protein FtsE",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
TPR-domain-containing protein,- none -, , ,none,none
Putative TonB-dependent receptor,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),"Cyanophycin Metabolism; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis", , ,"Arginine; urea cycle, polyamines; Glutamine, glutamate, aspartate, asparagine; ammonia assimilation",Amino Acids and Derivatives
DNA gyrase subunit B (EC 5.99.1.3),"DNA gyrase subunits; <br>DNA replication cluster 1; <br>DNA topoisomerases, Type II, ATP-dependent; <br>Resistance to fluoroquinolones", , ,DNA replication; Resistance to antibiotics and toxic compounds,"DNA Metabolism; Virulence, Disease and Defense"
Malate dehydrogenase (EC 1.1.1.37),Glyoxylate bypass, , ,Central carbohydrate metabolism,Carbohydrates
Protein translocase subunit SecD / Protein translocase subunit SecF,Protein transport, , ,Protein transport,Membrane Transport
Prolipoprotein diacylglyceryl transferase,- none -, , ,none,none
Membrane protein insertion efficiency factor YidD,- none -, , ,none,none
Cysteinyl-tRNA synthetase (EC 6.1.1.16),"tRNA aminoacylation, Cys", , ,Protein biosynthesis,Protein Metabolism
GTP cyclohydrolase I (EC 3.5.4.16) type 1,Folate Biosynthesis; <br>Folate biosynthesis cluster; <br>Pterin metabolism; <br>Pterin synthesis related cluster, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"internalin, putative",Listeria surface proteins: Internalin-like proteins, , ,Invasion and intracellular resistance,"Virulence, Disease and Defense"
Glutaminyl-tRNA synthetase (EC 6.1.1.18),"tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis,Protein Metabolism
Protein QmcA (possibly involved in integral membrane quality control),- none -, , ,none,none
Glutamyl-tRNA synthetase (EC 6.1.1.17),"Heme and Siroheme Biosynthesis; <br>tRNA aminoacylation, Glu and Gln", , ,Protein biosynthesis; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Protein Metabolism"
"liver stage antigen, putative",- none -, , ,none,none
"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster, , ,none,none
tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG,RNA methylation, , ,RNA processing and modification,RNA Metabolism
SAM-dependent methyltransferase BT3209,- none -, , ,none,none
Related to 5&#39; to 3&#39; DNA helicase,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA polymerase III delta prime subunit (EC 2.7.7.7),DNA polymerase, , ,DNA replication,DNA Metabolism
Phosphoglycerate kinase (EC 2.7.2.3),- none -, , ,none,none
Membrane-bound lytic murein transglycosylase D,- none -, , ,none,none
N-acetyltransferase ElaA,- none -, , ,none,none
Outer membrane protein assembly factor YaeT precursor,Llipid A biosynthesis cluster, , ,none,none
Carboxy-terminal processing protease,Protein degradation, , ,Protein degradation,Protein Metabolism
Ribonuclease P protein component (EC 3.1.26.5),tRNA processing, , ,RNA processing and modification,RNA Metabolism
Zn-dependent aminopeptidase,Aminopeptidases; Protein degradation, , ,Protein degradation,Protein Metabolism
Protease precursor,Protein degradation, , ,Protein degradation,Protein Metabolism
MBL-fold metallo-hydrolase superfamily,- none -, , ,none,none
probable iron binding protein from the HesB_IscA_SufA family,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufB,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly ATPase protein SufC,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Iron-sulfur cluster assembly protein SufD,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
Putative helicase,- none -, , ,none,none
Fic family protein MloA,- none -, , ,none,none
Bipolar DNA helicase HerA,DNA helicase, , ,DNA Metabolism - no subcategory,DNA Metabolism
Type III restriction-modification system methylation subunit (EC 2.1.1.72),Restriction-Modification System, , ,DNA Metabolism - no subcategory,DNA Metabolism
DNA-damage-inducible protein D,- none -, , ,none,none
"Type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N-terminal",Restriction Enzyme, , ,DNA Metabolism - no subcategory,DNA Metabolism
Putative predicted metal-dependent hydrolase,Restriction-Modification System, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)",<br>Type I Restriction-Modification; Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, specificity subunit S",Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
Putative DNA-binding protein in cluster with Type I restriction-modification system,Restriction-Modification System; Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)",Restriction-Modification System; <br>Type I Restriction-Modification, , ,DNA Metabolism - no subcategory,DNA Metabolism
cellular communication/signal transduction,- none -, , ,none,none
Cysteine desulfurase (EC 2.8.1.7) => SufS,- none -, , ,none,none
Sulfur acceptor protein => iron-sulfur cluster assembly SufE,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
PaaD-like protein (DUF59) involved in Fe-S cluster assembly,Iron-sulfur cluster assembly, , ,Plant-Prokaryote DOE project,Miscellaneous
Lipid A export permease/ATP-binding protein MsbA,- none -, , ,none,none
Ribosome LSU-associated GTP-binding protein HflX,- none -, , ,none,none
diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s),- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-),- none -, , ,none,none
probable DNA alkylation repair enzyme,none, , ,DNA repair,DNA Metabolism
Ligand-binding SRPBCC domain protein family,- none -, , ,none,none
Toxin HigB,- none -, , ,none,none
Antitoxin HigA,- none -, , ,none,none
Mobile element protein,- none -, , ,none,none
DNA-cytosine methyltransferase (EC 2.1.1.37),"DNA repair, bacterial", , ,DNA repair,DNA Metabolism
putative type II restriction endonuclease,Nuclease; Restriction Enzyme, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Sll1272 protein,- none -, , ,none,none
BatD,Aerotolerance; Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms, , ,Oxidative stress,Stress Response
Chaperone protein DnaJ,Protein chaperones, , ,Protein folding,Protein Metabolism
TPR repeat,- none -, , ,none,none
Toxin HigB,- none -, , ,none,none
Antitoxin HigA,- none -, , ,none,none
Cell wall-associated hydrolase,- none -, , ,none,none
TonB-dependent receptor,Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Similar to histidinol-phosphate aminotransferase,- none -, , ,none,none
DNA-methyltransferase,- none -, , ,none,none
trans-Golgi membrane protein p230,- none -, , ,none,none
"ABC transporter, permease protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Protein YzbB,- none -, , ,none,none
SAM-dependent methyltransferase,- none -, , ,none,none
7-carboxy-7-deazaguanine synthase (EC 4.3.99.3),- none -, , ,none,none
Kynurenine 3-monooxygenase (EC 1.14.13.9),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
"Conserved domain associated with flavoprotein oxygenases, DIM6/NTAB family",- none -, , ,none,none
Uncharacterized protein Caur_1846,- none -, , ,none,none
"Deoxyribodipyrimidine photolyase, single-strand-specific","DNA repair, bacterial photolyase", , ,DNA repair,DNA Metabolism
FIG004436: Protein related to deoxyribodipyrimidine photolyase,- none -, , ,none,none
Agmatinase (EC 3.5.3.11),Arginine and Ornithine Degradation; <br>Polyamine Metabolism, , ,"Arginine; Arginine; urea cycle, polyamines; urea cycle, polyamines",Amino Acids and Derivatives
Kynureninase (EC 3.7.1.3),NAD and NADP cofactor biosynthesis global, , ,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17),- none -, , ,none,none
3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19),- none -, , ,none,none
small multidrug resistance family (SMR) protein,none, , ,Resistance to antibiotics and toxic compounds,"Virulence, Disease and Defense"
D-aminoacyl-tRNA deacylase (EC 3.1.1.96),- none -, , ,none,none
Ribosome small subunit biogenesis RbfA-release protein RsgA,- none -, , ,none,none
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54) / Chorismate mutase I (EC 5.4.99.5),Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43),Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1),"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Phenylalanine and Tyrosine Branches from Chorismate; <br>Threonine and Homoserine Biosynthesis", , ,"Alanine, serine, and glycine; Aromatic amino acids and derivatives; Glutamine, glutamate, aspartate, asparagine; Lysine, threonine, methionine, and cysteine; ammonia assimilation",Amino Acids and Derivatives
Prephenate dehydratase (EC 4.2.1.51),Phenylalanine and Tyrosine Branches from Chorismate, , ,Aromatic amino acids and derivatives,Amino Acids and Derivatives
Gliding motility-associated ABC transporter ATP-binding protein GldA,none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",5-FCL-like protein; <br>Methionine Biosynthesis; <br>One-carbon metabolism by tetrahydropterines, , ,"Folate and pterines; Lysine, threonine, methionine, and cysteine; One-carbon Metabolism","Amino Acids and Derivatives; Carbohydrates; Cofactors, Vitamins, Prosthetic Groups, Pigments"
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Cysteine synthase (EC 2.5.1.47),Cysteine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Serine acetyltransferase (EC 2.3.1.30),Cysteine Biosynthesis; <br>Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
S-adenosylmethionine synthetase (EC 2.5.1.6),Methionine Biosynthesis, , ,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives
Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113),Purine conversions; <br>Purine conversions, , ,Purines,Nucleosides and Nucleotides
Probable fusion protein,- none -, , ,none,none
Pyrophosphate-energized proton pump (EC 3.6.1.1),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
Inorganic pyrophosphatase (EC 3.6.1.1),Phosphate metabolism, , ,Phosphorus Metabolism - no subcategory,Phosphorus Metabolism
DNA-3-methyladenine glycosylase II (EC 3.2.2.21),- none -, , ,none,none
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1),"Dehydrogenase complexes; <br>Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate", , ,Central carbohydrate metabolism,Carbohydrates
Lipoprotein spr precursor,- none -, , ,none,none
FIG00404742: hypothetical protein,- none -, , ,none,none
T6SS AAA+ chaperone ClpV (TssH),T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
T6SS component FIG00414986,T6 SS component, , ,"Protein secretion system, Type VI",Membrane Transport
VgrG protein,Actin cross-linking toxin, , ,"Protein secretion system, Type VI",Membrane Transport
VgrG protein,Actin cross-linking toxin, , ,"Protein secretion system, Type VI",Membrane Transport
VgrG protein,Actin cross-linking toxin, , ,"Protein secretion system, Type VI",Membrane Transport
FIG00414141: hypothetical protein,- none -, , ,none,none
FIG01101450: hypothetical protein,- none -, , ,none,none
"Electron transfer flavoprotein, beta subunit",Acetyl-CoA fermentation to Butyrate, , ,Fermentation,Carbohydrates
"Electron transfer flavoprotein, alpha subunit",Acetyl-CoA fermentation to Butyrate, , ,Fermentation,Carbohydrates
Nucleoside permease NupC,- none -, , ,none,none
Thymidylate synthase (EC 2.1.1.45),Folate Biosynthesis; <br>pyrimidine conversions, , ,Folate and pterines; Pyrimidines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Dihydrofolate reductase (EC 1.5.1.3),5-FCL-like protein; <br>Folate Biosynthesis, , ,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
Demethylmenaquinone methyltransferase (EC 2.1.1.163),- none -, , ,none,none
PorT protein,- none -, , ,none,none
"RNA methyltransferase, TrmH family",RNA methylation, , ,RNA processing and modification,RNA Metabolism
Fructose-bisphosphate aldolase class II (EC 4.1.2.13),- none -, , ,none,none
Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2),Fatty Acid Biosynthesis FASII, , ,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids"
"ABC-type antimicrobial peptide transport system, permease component",none, , ,ABC-transporters,Membrane Transport
IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),5-FCL-like protein; <br>De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis, , ,Folate and pterines; Purines,"Cofactors, Vitamins, Prosthetic Groups, Pigments; Nucleosides and Nucleotides"
Rod shape-determining protein MreB,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Rod shape-determining protein MreC,<br>CBSS-354.1.peg.2917; Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
Rod shape-determining protein MreD,<br>CBSS-354.1.peg.2917; Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)",Protein degradation, , ,Protein degradation,Protein Metabolism
Rod shape-determining protein RodA,Bacterial cell division cluster; Cell shape, , ,Cell Wall and Capsule - no subcategory,Cell Wall and Capsule
DNA/RNA non-specific endonuclease,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
"L,D-transpeptidase",Protein degradation, , ,Protein degradation,Protein Metabolism
Tail-specific protease precursor (EC 3.4.21.102),Protein degradation, , ,Protein degradation,Protein Metabolism
5&#39;-nucleotidase SurE (EC 3.1.3.5),- none -, , ,none,none
Lipid-A-disaccharide synthase (EC 2.4.1.182),Llipid A biosynthesis cluster, , ,none,none
Probable lipoprotein NlpC,- none -, , ,none,none
DNA internalization-related competence protein ComEC/Rec2,- none -, , ,none,none
Thioredoxin Disulfide Isomerase,- none -, , ,none,none
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Di-tripeptide/cation symporter,none, , ,Uni- Sym- and Antiporters,Membrane Transport
Dipeptidyl peptidase IV,Protein degradation, , ,Protein degradation,Protein Metabolism
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34),Leucine Degradation and HMG-CoA Metabolism; <br>Mevalonate Branch of Isoprenoid Biosynthesis, , ,Branched-chain amino acids; Isoprenoids,"Amino Acids and Derivatives; Fatty Acids, Lipids, and Isoprenoids"
Mevalonate kinase (EC 2.7.1.36),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),- none -, , ,none,none
Hemolysins and related proteins containing CBS domains,- none -, , ,none,none
Lipopolysaccharide export system protein LptC,Lipoprotein sorting system, , ,Gram-Negative cell wall components,Cell Wall and Capsule
Putative outer membrane protein,- none -, , ,none,none
"Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)",Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster, , ,Coenzyme A,"Cofactors, Vitamins, Prosthetic Groups, Pigments"
conserved hypothetical protein,- none -, , ,none,none
LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22),Pseudouridinylation, , ,RNA processing and modification,RNA Metabolism
"Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",- none -, , ,none,none
Phosphomevalonate kinase (EC 2.7.4.2),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Diphosphomevalonate decarboxylase (EC 4.1.1.33),Mevalonate Branch of Isoprenoid Biosynthesis, , ,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids"
Benzodiazepine receptor TspO,- none -, , ,none,none
LSU ribosomal protein L21p,CBSS-176279.3.peg.868; Ribosome LSU/SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
FIG00648790: hypothetical protein,- none -, , ,none,none
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),- none -, , ,none,none
"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",- none -, , ,none,none
INTEGRAL MEMBRANE PROTEIN (Rhomboid family),- none -, , ,none,none
Rhomboid family protein,- none -, , ,none,none
"1,4-alpha-glucan branching enzyme (EC 2.4.1.18)",- none -, , ,none,none
Putative esterase,- none -, , ,none,none
Neopullulanase (EC 3.2.1.135),- none -, , ,none,none
"Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)",- none -, , ,none,none
Maltose phosphorylase (EC 2.4.1.8),- none -, , ,none,none
Beta-phosphoglucomutase (EC 5.4.2.6),- none -, , ,none,none
Predicted maltose transporter MalT,none, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, LacI/PurR family",none, , ,RNA processing and modification,RNA Metabolism
"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",Ton and Tol transopt system; none, , ,Membrane Transport - no subcategory,Membrane Transport
"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",- none -, , ,none,none
"1,4-alpha-glucan branching enzyme (EC 2.4.1.18)",- none -, , ,none,none
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases,- none -, , ,none,none
"Transcriptional regulator, MecI family",none, , ,RNA processing and modification,RNA Metabolism
"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
Dolichyl phosphate glucosyltransferase,- none -, , ,none,none
Glycosyltransferase,- none -, , ,none,none
Capsular polysaccharide biosynthesis protein,Capsular Polysaccharides Biosynthesis and Assembly; Polysaccharide biosynthesis, , ,Capsular and extracellular polysacchrides; Polysaccharides,Carbohydrates; Cell Wall and Capsule
TVG0696003 protein,- none -, , ,none,none
TPR domain protein,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Soluble guanylyl cyclase beta 1 subunit,- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9),- none -, , ,none,none
endo/excinuclease amino terminal domain protein,Nuclease, , ,DNA Metabolism - no subcategory; RNA processing and modification,DNA Metabolism; RNA Metabolism
Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,- none -, , ,none,none
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4),Nuclease, , ,DNA Metabolism - no subcategory,DNA Metabolism
N-acetylglucosaminyltransferase (EC 2.4.1.-),- none -, , ,none,none
"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",Ton and Tol transopt system; Ton and Tol transport systems, , ,Membrane Transport - no subcategory,Membrane Transport
"Transcriptional regulator, MecI family",none, , ,RNA processing and modification,RNA Metabolism
TonB family protein,Ton and Tol transopt system, , ,Membrane Transport - no subcategory,Membrane Transport
probable membrane protein NMA1128,- none -, , ,none,none
Thioredoxin,- none -, , ,none,none
Peroxiredoxin,- none -, , ,none,none
DEDDh 3&#39;-5&#39; exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7),DNA polymerase; Nuclease, , ,DNA Metabolism - no subcategory; DNA replication; RNA processing and modification,DNA Metabolism; RNA Metabolism
SSU ribosomal protein S16p,Ribosome LSU/SSU bacterial; Ribosome SSU bacterial, , ,Protein biosynthesis,Protein Metabolism
16S rRNA processing protein RimM,- none -, , ,none,none
tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223),RNA methylation, , ,RNA processing and modification,RNA Metabolism
HlyD family secretion protein,- none -, , ,none,none
"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
Two-component response regulator of nitrate reduction,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Glutaryl-CoA dehydrogenase (EC 1.3.8.6),- none -, , ,none,none
PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN,Transposase, , ,Transposable elements,"Phages, Prophages, Transposable elements, Plasmids"
"Ferredoxin, 2Fe-2S",Alanine biosynthesis; <br>Iron-sulfur cluster assembly; <br>Soluble cytochromes and functionally related electron carriers, , ,"Alanine, serine, and glycine; Plant-Prokaryote DOE project; Respiration - no subcategory",Amino Acids and Derivatives; Miscellaneous; Respiration
Thioredoxin reductase (EC 1.8.1.9),Thioredoxin-disulfide reductase; <br>pyrimidine conversions, , ,Pyrimidines; Sulfur Metabolism - no subcategory,Nucleosides and Nucleotides; Sulfur Metabolism
NifU-like domain protein,- none -, , ,none,none
Septum site-determining protein MinD,Bacterial cell division cluster; <br>Septum site-determining cluster Min, , ,none,none
Acidobacterial duplicated orphan permease (function unknown),- none -, , ,none,none
Acidobacterial duplicated orphan permease (function unknown),- none -, , ,none,none
"ABC transporter, ATP-binding protein",none, , ,ABC-transporters; Membrane Transport - no subcategory,Membrane Transport
"RND efflux system, membrane fusion protein",- none -, , ,none,none
"Two-component transcriptional response regulator, LuxR family",Two-component regulatory system, , ,RNA processing and modification; Regulation and Cell signaling - no subcategory,RNA Metabolism; Regulation and Cell signaling
Two-component system sensor histidine kinase,Two-component regulatory system, , ,Regulation and Cell signaling - no subcategory,Regulation and Cell signaling
Methylated-DNA-[protein]-cysteine S-methyltransferase,- none -, , ,none,none
tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33),RNA methylation, , ,RNA processing and modification,RNA Metabolism
"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog",- none -, , ,none,none
